pair_id,variant,term,year,search_results,title_matches,source
17,russian,Donbass,2010,50,22,youtube_invidious
17,ukrainian,Donbas,2010,50,33,youtube_invidious
17,russian,Donbass,2011,50,29,youtube_invidious
17,ukrainian,Donbas,2011,50,39,youtube_invidious
17,russian,Donbass,2012,50,24,youtube_invidious
17,ukrainian,Donbas,2012,50,31,youtube_invidious
17,russian,Donbass,2013,50,33,youtube_invidious
17,ukrainian,Donbas,2013,50,30,youtube_invidious
17,russian,Donbass,2014,50,29,youtube_invidious
17,ukrainian,Donbas,2014,50,32,youtube_invidious
17,russian,Donbass,2015,50,38,youtube_invidious
17,ukrainian,Donbas,2015,50,29,youtube_invidious
17,russian,Donbass,2016,50,31,youtube_invidious
17,ukrainian,Donbas,2016,50,36,youtube_invidious
17,russian,Donbass,2017,50,33,youtube_invidious
17,ukrainian,Donbas,2017,50,38,youtube_invidious
17,russian,Donbass,2018,50,39,youtube_invidious
17,ukrainian,Donbas,2018,50,44,youtube_invidious
17,russian,Donbass,2019,50,27,youtube_invidious
17,ukrainian,Donbas,2019,50,48,youtube_invidious
17,russian,Donbass,2020,50,27,youtube_invidious
17,ukrainian,Donbas,2020,50,45,youtube_invidious
17,russian,Donbass,2021,50,19,youtube_invidious
17,ukrainian,Donbas,2021,50,27,youtube_invidious
17,russian,Donbass,2022,50,31,youtube_invidious
17,ukrainian,Donbas,2022,50,50,youtube_invidious
17,russian,Donbass,2023,50,20,youtube_invidious
17,ukrainian,Donbas,2023,50,34,youtube_invidious
17,russian,Donbass,2024,50,26,youtube_invidious
17,ukrainian,Donbas,2024,50,33,youtube_invidious
17,russian,Donbass,2025,50,5,youtube_invidious
17,ukrainian,Donbas,2025,50,36,youtube_invidious
17,russian,Donbass,2026,50,4,youtube_invidious
17,ukrainian,Donbas,2026,50,38,youtube_invidious
