pair_id,variant,term,year,search_results,title_matches,source
5,russian,Zaporozhye,2010,50,25,youtube_invidious
5,ukrainian,Zaporizhzhia,2010,50,6,youtube_invidious
5,russian,Zaporozhye,2011,50,29,youtube_invidious
5,ukrainian,Zaporizhzhia,2011,50,18,youtube_invidious
5,russian,Zaporozhye,2012,50,39,youtube_invidious
5,ukrainian,Zaporizhzhia,2012,50,13,youtube_invidious
5,russian,Zaporozhye,2013,50,39,youtube_invidious
5,ukrainian,Zaporizhzhia,2013,50,13,youtube_invidious
5,russian,Zaporozhye,2014,50,6,youtube_invidious
5,ukrainian,Zaporizhzhia,2014,50,41,youtube_invidious
5,russian,Zaporozhye,2015,50,30,youtube_invidious
5,ukrainian,Zaporizhzhia,2015,50,24,youtube_invidious
5,russian,Zaporozhye,2016,50,32,youtube_invidious
5,ukrainian,Zaporizhzhia,2016,50,26,youtube_invidious
5,russian,Zaporozhye,2017,50,29,youtube_invidious
5,ukrainian,Zaporizhzhia,2017,50,21,youtube_invidious
5,russian,Zaporozhye,2018,50,23,youtube_invidious
5,ukrainian,Zaporizhzhia,2018,50,26,youtube_invidious
5,russian,Zaporozhye,2019,50,20,youtube_invidious
5,ukrainian,Zaporizhzhia,2019,50,34,youtube_invidious
5,russian,Zaporozhye,2020,50,21,youtube_invidious
5,ukrainian,Zaporizhzhia,2020,50,37,youtube_invidious
5,russian,Zaporozhye,2021,50,19,youtube_invidious
5,ukrainian,Zaporizhzhia,2021,50,43,youtube_invidious
5,russian,Zaporozhye,2022,50,0,youtube_invidious
5,ukrainian,Zaporizhzhia,2022,50,46,youtube_invidious
5,russian,Zaporozhye,2023,50,12,youtube_invidious
5,ukrainian,Zaporizhzhia,2023,50,47,youtube_invidious
5,russian,Zaporozhye,2024,50,2,youtube_invidious
5,ukrainian,Zaporizhzhia,2024,50,49,youtube_invidious
5,russian,Zaporozhye,2025,50,4,youtube_invidious
5,ukrainian,Zaporizhzhia,2025,50,47,youtube_invidious
5,russian,Zaporozhye,2026,50,8,youtube_invidious
5,ukrainian,Zaporizhzhia,2026,50,46,youtube_invidious
