pair_id,variant,term,year,search_results,title_matches,source
41,russian,Cherkassy,2010,50,27,youtube_invidious
41,ukrainian,Cherkasy,2010,50,40,youtube_invidious
41,russian,Cherkassy,2011,50,23,youtube_invidious
41,ukrainian,Cherkasy,2011,50,31,youtube_invidious
41,russian,Cherkassy,2012,50,34,youtube_invidious
41,ukrainian,Cherkasy,2012,50,37,youtube_invidious
41,russian,Cherkassy,2013,50,30,youtube_invidious
41,ukrainian,Cherkasy,2013,50,29,youtube_invidious
41,russian,Cherkassy,2014,50,17,youtube_invidious
41,ukrainian,Cherkasy,2014,50,35,youtube_invidious
41,russian,Cherkassy,2015,50,31,youtube_invidious
41,ukrainian,Cherkasy,2015,50,43,youtube_invidious
41,russian,Cherkassy,2016,50,50,youtube_invidious
41,ukrainian,Cherkasy,2016,50,19,youtube_invidious
41,russian,Cherkassy,2017,50,35,youtube_invidious
41,ukrainian,Cherkasy,2017,50,36,youtube_invidious
41,russian,Cherkassy,2018,50,27,youtube_invidious
41,ukrainian,Cherkasy,2018,50,39,youtube_invidious
41,russian,Cherkassy,2019,50,19,youtube_invidious
41,ukrainian,Cherkasy,2019,50,48,youtube_invidious
41,russian,Cherkassy,2020,50,21,youtube_invidious
41,ukrainian,Cherkasy,2020,50,37,youtube_invidious
41,russian,Cherkassy,2021,50,25,youtube_invidious
41,ukrainian,Cherkasy,2021,50,43,youtube_invidious
41,russian,Cherkassy,2022,50,8,youtube_invidious
41,ukrainian,Cherkasy,2022,50,39,youtube_invidious
41,russian,Cherkassy,2023,50,5,youtube_invidious
41,ukrainian,Cherkasy,2023,50,45,youtube_invidious
41,russian,Cherkassy,2024,50,5,youtube_invidious
41,ukrainian,Cherkasy,2024,50,42,youtube_invidious
41,russian,Cherkassy,2025,50,13,youtube_invidious
41,ukrainian,Cherkasy,2025,50,44,youtube_invidious
41,russian,Cherkassy,2026,50,4,youtube_invidious
41,ukrainian,Cherkasy,2026,50,39,youtube_invidious
