pair_id,variant,term,year,search_results,title_matches,source
11,russian,Lugansk,2010,20,16,youtube_invidious
11,ukrainian,Luhansk,2010,20,6,youtube_invidious
11,russian,Lugansk,2011,20,11,youtube_invidious
11,ukrainian,Luhansk,2011,20,13,youtube_invidious
11,russian,Lugansk,2012,20,17,youtube_invidious
11,ukrainian,Luhansk,2012,20,14,youtube_invidious
11,russian,Lugansk,2013,20,11,youtube_invidious
11,ukrainian,Luhansk,2013,20,19,youtube_invidious
11,russian,Lugansk,2014,20,14,youtube_invidious
11,ukrainian,Luhansk,2014,20,20,youtube_invidious
11,russian,Lugansk,2015,20,9,youtube_invidious
11,ukrainian,Luhansk,2015,20,20,youtube_invidious
11,russian,Lugansk,2016,20,8,youtube_invidious
11,ukrainian,Luhansk,2016,20,17,youtube_invidious
11,russian,Lugansk,2017,20,12,youtube_invidious
11,ukrainian,Luhansk,2017,20,15,youtube_invidious
11,russian,Lugansk,2018,20,12,youtube_invidious
11,ukrainian,Luhansk,2018,20,15,youtube_invidious
11,russian,Lugansk,2019,20,3,youtube_invidious
11,ukrainian,Luhansk,2019,20,17,youtube_invidious
11,russian,Lugansk,2020,20,2,youtube_invidious
11,ukrainian,Luhansk,2020,20,19,youtube_invidious
11,russian,Lugansk,2021,20,13,youtube_invidious
11,ukrainian,Luhansk,2021,20,18,youtube_invidious
11,russian,Lugansk,2022,20,1,youtube_invidious
11,ukrainian,Luhansk,2022,20,20,youtube_invidious
11,russian,Lugansk,2023,20,2,youtube_invidious
11,ukrainian,Luhansk,2023,20,20,youtube_invidious
11,russian,Lugansk,2024,20,5,youtube_invidious
11,ukrainian,Luhansk,2024,20,19,youtube_invidious
11,russian,Lugansk,2025,20,6,youtube_invidious
11,ukrainian,Luhansk,2025,20,13,youtube_invidious
11,russian,Lugansk,2026,20,1,youtube_invidious
11,ukrainian,Luhansk,2026,20,16,youtube_invidious
