pair_id,variant,term,year,search_results,title_matches,source
62,russian,Andrei Shevchenko,2010,20,1,youtube_invidious
62,ukrainian,Andriy Shevchenko,2010,20,16,youtube_invidious
62,russian,Andrei Shevchenko,2011,20,1,youtube_invidious
62,ukrainian,Andriy Shevchenko,2011,20,15,youtube_invidious
62,russian,Andrei Shevchenko,2012,20,1,youtube_invidious
62,ukrainian,Andriy Shevchenko,2012,20,13,youtube_invidious
62,russian,Andrei Shevchenko,2013,20,1,youtube_invidious
62,ukrainian,Andriy Shevchenko,2013,20,16,youtube_invidious
62,russian,Andrei Shevchenko,2014,20,1,youtube_invidious
62,ukrainian,Andriy Shevchenko,2014,20,17,youtube_invidious
62,russian,Andrei Shevchenko,2015,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2015,20,14,youtube_invidious
62,russian,Andrei Shevchenko,2016,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2016,20,17,youtube_invidious
62,russian,Andrei Shevchenko,2017,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2017,20,16,youtube_invidious
62,russian,Andrei Shevchenko,2018,20,1,youtube_invidious
62,ukrainian,Andriy Shevchenko,2018,20,17,youtube_invidious
62,russian,Andrei Shevchenko,2019,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2019,20,17,youtube_invidious
62,russian,Andrei Shevchenko,2020,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2020,20,17,youtube_invidious
62,russian,Andrei Shevchenko,2021,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2021,20,15,youtube_invidious
62,russian,Andrei Shevchenko,2022,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2022,20,19,youtube_invidious
62,russian,Andrei Shevchenko,2023,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2023,20,15,youtube_invidious
62,russian,Andrei Shevchenko,2024,20,2,youtube_invidious
62,ukrainian,Andriy Shevchenko,2024,20,11,youtube_invidious
62,russian,Andrei Shevchenko,2025,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2025,20,12,youtube_invidious
62,russian,Andrei Shevchenko,2026,20,0,youtube_invidious
62,ukrainian,Andriy Shevchenko,2026,20,12,youtube_invidious
