pair_id,variant,term,year,search_results,title_matches,source
58,russian,Odessa National University,2010,20,2,youtube_invidious
58,ukrainian,Odesa National University,2010,20,0,youtube_invidious
58,russian,Odessa National University,2011,20,3,youtube_invidious
58,ukrainian,Odesa National University,2011,20,0,youtube_invidious
58,russian,Odessa National University,2012,20,4,youtube_invidious
58,ukrainian,Odesa National University,2012,20,0,youtube_invidious
58,russian,Odessa National University,2013,20,2,youtube_invidious
58,ukrainian,Odesa National University,2013,20,0,youtube_invidious
58,russian,Odessa National University,2014,20,3,youtube_invidious
58,ukrainian,Odesa National University,2014,20,12,youtube_invidious
58,russian,Odessa National University,2015,20,3,youtube_invidious
58,ukrainian,Odesa National University,2015,20,3,youtube_invidious
58,russian,Odessa National University,2016,20,2,youtube_invidious
58,ukrainian,Odesa National University,2016,20,0,youtube_invidious
58,russian,Odessa National University,2017,20,1,youtube_invidious
58,ukrainian,Odesa National University,2017,20,0,youtube_invidious
58,russian,Odessa National University,2018,20,0,youtube_invidious
58,ukrainian,Odesa National University,2018,20,1,youtube_invidious
58,russian,Odessa National University,2019,20,0,youtube_invidious
58,ukrainian,Odesa National University,2019,20,2,youtube_invidious
58,russian,Odessa National University,2020,20,1,youtube_invidious
58,ukrainian,Odesa National University,2020,20,2,youtube_invidious
58,russian,Odessa National University,2021,20,0,youtube_invidious
58,ukrainian,Odesa National University,2021,20,1,youtube_invidious
58,russian,Odessa National University,2022,20,1,youtube_invidious
58,ukrainian,Odesa National University,2022,20,1,youtube_invidious
58,russian,Odessa National University,2023,20,1,youtube_invidious
58,ukrainian,Odesa National University,2023,20,0,youtube_invidious
58,russian,Odessa National University,2024,20,1,youtube_invidious
58,ukrainian,Odesa National University,2024,20,0,youtube_invidious
58,russian,Odessa National University,2025,20,0,youtube_invidious
58,ukrainian,Odesa National University,2025,20,1,youtube_invidious
58,russian,Odessa National University,2026,20,0,youtube_invidious
58,ukrainian,Odesa National University,2026,20,0,youtube_invidious
