pair_id,variant,term,year,search_results,title_matches,source
1,russian,Kiev,2010,50,50,youtube_invidious
1,ukrainian,Kyiv,2010,50,45,youtube_invidious
1,russian,Kiev,2011,50,50,youtube_invidious
1,ukrainian,Kyiv,2011,50,48,youtube_invidious
1,russian,Kiev,2012,50,49,youtube_invidious
1,ukrainian,Kyiv,2012,50,44,youtube_invidious
1,russian,Kiev,2013,50,50,youtube_invidious
1,ukrainian,Kyiv,2013,50,45,youtube_invidious
1,russian,Kiev,2014,50,45,youtube_invidious
1,ukrainian,Kyiv,2014,50,29,youtube_invidious
1,russian,Kiev,2015,50,50,youtube_invidious
1,ukrainian,Kyiv,2015,50,47,youtube_invidious
1,russian,Kiev,2016,50,48,youtube_invidious
1,ukrainian,Kyiv,2016,50,50,youtube_invidious
1,russian,Kiev,2017,50,48,youtube_invidious
1,ukrainian,Kyiv,2017,50,48,youtube_invidious
1,russian,Kiev,2018,50,44,youtube_invidious
1,ukrainian,Kyiv,2018,50,42,youtube_invidious
1,russian,Kiev,2019,50,42,youtube_invidious
1,ukrainian,Kyiv,2019,50,45,youtube_invidious
1,russian,Kiev,2020,50,45,youtube_invidious
1,ukrainian,Kyiv,2020,50,47,youtube_invidious
1,russian,Kiev,2021,50,42,youtube_invidious
1,ukrainian,Kyiv,2021,50,50,youtube_invidious
1,russian,Kiev,2022,50,4,youtube_invidious
1,ukrainian,Kyiv,2022,50,45,youtube_invidious
1,russian,Kiev,2023,50,36,youtube_invidious
1,ukrainian,Kyiv,2023,50,50,youtube_invidious
1,russian,Kiev,2024,50,45,youtube_invidious
1,ukrainian,Kyiv,2024,50,50,youtube_invidious
1,russian,Kiev,2025,50,42,youtube_invidious
1,ukrainian,Kyiv,2025,50,15,youtube_invidious
1,russian,Kiev,2026,50,44,youtube_invidious
1,ukrainian,Kyiv,2026,50,9,youtube_invidious
