pair_id,variant,term,year,search_results,title_matches,source
8,russian,Vinnitsa,2010,20,13,youtube_invidious
8,ukrainian,Vinnytsia,2010,20,4,youtube_invidious
8,russian,Vinnitsa,2011,20,16,youtube_invidious
8,ukrainian,Vinnytsia,2011,20,7,youtube_invidious
8,russian,Vinnitsa,2012,20,15,youtube_invidious
8,ukrainian,Vinnytsia,2012,20,10,youtube_invidious
8,russian,Vinnitsa,2013,20,6,youtube_invidious
8,ukrainian,Vinnytsia,2013,20,19,youtube_invidious
8,russian,Vinnitsa,2014,20,6,youtube_invidious
8,ukrainian,Vinnytsia,2014,20,16,youtube_invidious
8,russian,Vinnitsa,2015,20,12,youtube_invidious
8,ukrainian,Vinnytsia,2015,20,13,youtube_invidious
8,russian,Vinnitsa,2016,20,13,youtube_invidious
8,ukrainian,Vinnytsia,2016,20,13,youtube_invidious
8,russian,Vinnitsa,2017,20,13,youtube_invidious
8,ukrainian,Vinnytsia,2017,20,14,youtube_invidious
8,russian,Vinnitsa,2018,20,9,youtube_invidious
8,ukrainian,Vinnytsia,2018,20,15,youtube_invidious
8,russian,Vinnitsa,2019,20,9,youtube_invidious
8,ukrainian,Vinnytsia,2019,20,17,youtube_invidious
8,russian,Vinnitsa,2020,20,8,youtube_invidious
8,ukrainian,Vinnytsia,2020,20,15,youtube_invidious
8,russian,Vinnitsa,2021,20,5,youtube_invidious
8,ukrainian,Vinnytsia,2021,20,18,youtube_invidious
8,russian,Vinnitsa,2022,20,0,youtube_invidious
8,ukrainian,Vinnytsia,2022,20,20,youtube_invidious
8,russian,Vinnitsa,2023,20,5,youtube_invidious
8,ukrainian,Vinnytsia,2023,20,14,youtube_invidious
8,russian,Vinnitsa,2024,20,5,youtube_invidious
8,ukrainian,Vinnytsia,2024,20,18,youtube_invidious
8,russian,Vinnitsa,2025,20,2,youtube_invidious
8,ukrainian,Vinnytsia,2025,20,19,youtube_invidious
8,russian,Vinnitsa,2026,20,0,youtube_invidious
8,ukrainian,Vinnytsia,2026,20,17,youtube_invidious
