pair_id,variant,term,year,search_results,title_matches,source
4,russian,Lvov,2010,20,6,youtube_invidious
4,ukrainian,Lviv,2010,20,20,youtube_invidious
4,russian,Lvov,2011,20,1,youtube_invidious
4,ukrainian,Lviv,2011,20,20,youtube_invidious
4,russian,Lvov,2012,20,3,youtube_invidious
4,ukrainian,Lviv,2012,20,20,youtube_invidious
4,russian,Lvov,2013,20,3,youtube_invidious
4,ukrainian,Lviv,2013,20,20,youtube_invidious
4,russian,Lvov,2014,20,5,youtube_invidious
4,ukrainian,Lviv,2014,20,20,youtube_invidious
4,russian,Lvov,2015,20,2,youtube_invidious
4,ukrainian,Lviv,2015,20,20,youtube_invidious
4,russian,Lvov,2016,20,3,youtube_invidious
4,ukrainian,Lviv,2016,20,20,youtube_invidious
4,russian,Lvov,2017,20,2,youtube_invidious
4,ukrainian,Lviv,2017,20,20,youtube_invidious
4,russian,Lvov,2018,20,1,youtube_invidious
4,ukrainian,Lviv,2018,20,20,youtube_invidious
4,russian,Lvov,2019,20,5,youtube_invidious
4,ukrainian,Lviv,2019,20,20,youtube_invidious
4,russian,Lvov,2020,20,1,youtube_invidious
4,ukrainian,Lviv,2020,20,20,youtube_invidious
4,russian,Lvov,2021,20,0,youtube_invidious
4,ukrainian,Lviv,2021,20,20,youtube_invidious
4,russian,Lvov,2022,20,0,youtube_invidious
4,ukrainian,Lviv,2022,20,20,youtube_invidious
4,russian,Lvov,2023,20,0,youtube_invidious
4,ukrainian,Lviv,2023,20,20,youtube_invidious
4,russian,Lvov,2024,20,0,youtube_invidious
4,ukrainian,Lviv,2024,20,20,youtube_invidious
4,russian,Lvov,2025,20,0,youtube_invidious
4,ukrainian,Lviv,2025,20,17,youtube_invidious
4,russian,Lvov,2026,20,0,youtube_invidious
4,ukrainian,Lviv,2026,20,18,youtube_invidious
