pair_id,variant,term,year,search_results,title_matches,source
43,russian,Kremenchug,2010,50,20,youtube_invidious
43,ukrainian,Kremenchuk,2010,50,20,youtube_invidious
43,russian,Kremenchug,2011,50,18,youtube_invidious
43,ukrainian,Kremenchuk,2011,50,36,youtube_invidious
43,russian,Kremenchug,2012,50,19,youtube_invidious
43,ukrainian,Kremenchuk,2012,50,16,youtube_invidious
43,russian,Kremenchug,2013,50,13,youtube_invidious
43,ukrainian,Kremenchuk,2013,50,19,youtube_invidious
43,russian,Kremenchug,2014,50,16,youtube_invidious
43,ukrainian,Kremenchuk,2014,50,29,youtube_invidious
43,russian,Kremenchug,2015,50,21,youtube_invidious
43,ukrainian,Kremenchuk,2015,50,34,youtube_invidious
43,russian,Kremenchug,2016,50,20,youtube_invidious
43,ukrainian,Kremenchuk,2016,50,34,youtube_invidious
43,russian,Kremenchug,2017,50,9,youtube_invidious
43,ukrainian,Kremenchuk,2017,50,26,youtube_invidious
43,russian,Kremenchug,2018,50,8,youtube_invidious
43,ukrainian,Kremenchuk,2018,50,36,youtube_invidious
43,russian,Kremenchug,2019,50,11,youtube_invidious
43,ukrainian,Kremenchuk,2019,50,40,youtube_invidious
43,russian,Kremenchug,2020,50,20,youtube_invidious
43,ukrainian,Kremenchuk,2020,50,37,youtube_invidious
43,russian,Kremenchug,2021,50,7,youtube_invidious
43,ukrainian,Kremenchuk,2021,50,46,youtube_invidious
43,russian,Kremenchug,2022,50,2,youtube_invidious
43,ukrainian,Kremenchuk,2022,50,45,youtube_invidious
43,russian,Kremenchug,2023,50,5,youtube_invidious
43,ukrainian,Kremenchuk,2023,50,36,youtube_invidious
43,russian,Kremenchug,2024,50,11,youtube_invidious
43,ukrainian,Kremenchuk,2024,50,33,youtube_invidious
43,russian,Kremenchug,2025,50,1,youtube_invidious
43,ukrainian,Kremenchuk,2025,50,45,youtube_invidious
43,russian,Kremenchug,2026,50,9,youtube_invidious
43,ukrainian,Kremenchuk,2026,50,46,youtube_invidious
