pair_id,variant,term,year,search_results,title_matches,source
64,russian,Borsch,2010,20,6,youtube_invidious
64,ukrainian,Borshch,2010,20,4,youtube_invidious
64,russian,Borsch,2011,20,6,youtube_invidious
64,ukrainian,Borshch,2011,20,5,youtube_invidious
64,russian,Borsch,2012,20,8,youtube_invidious
64,ukrainian,Borshch,2012,20,4,youtube_invidious
64,russian,Borsch,2013,20,9,youtube_invidious
64,ukrainian,Borshch,2013,20,6,youtube_invidious
64,russian,Borsch,2014,20,9,youtube_invidious
64,ukrainian,Borshch,2014,20,6,youtube_invidious
64,russian,Borsch,2015,20,7,youtube_invidious
64,ukrainian,Borshch,2015,20,3,youtube_invidious
64,russian,Borsch,2016,20,15,youtube_invidious
64,ukrainian,Borshch,2016,20,4,youtube_invidious
64,russian,Borsch,2017,20,19,youtube_invidious
64,ukrainian,Borshch,2017,20,6,youtube_invidious
64,russian,Borsch,2018,20,10,youtube_invidious
64,ukrainian,Borshch,2018,20,5,youtube_invidious
64,russian,Borsch,2019,20,10,youtube_invidious
64,ukrainian,Borshch,2019,20,3,youtube_invidious
64,russian,Borsch,2020,20,10,youtube_invidious
64,ukrainian,Borshch,2020,20,2,youtube_invidious
64,russian,Borsch,2021,20,17,youtube_invidious
64,ukrainian,Borshch,2021,20,3,youtube_invidious
64,russian,Borsch,2022,20,9,youtube_invidious
64,ukrainian,Borshch,2022,20,3,youtube_invidious
64,russian,Borsch,2023,20,7,youtube_invidious
64,ukrainian,Borshch,2023,20,3,youtube_invidious
64,russian,Borsch,2024,20,5,youtube_invidious
64,ukrainian,Borshch,2024,20,3,youtube_invidious
64,russian,Borsch,2025,20,12,youtube_invidious
64,ukrainian,Borshch,2025,20,0,youtube_invidious
64,russian,Borsch,2026,20,0,youtube_invidious
64,ukrainian,Borshch,2026,20,0,youtube_invidious
