pair_id,variant,term,year,search_results,title_matches,source
28,russian,Kiev National University,2010,50,1,youtube_invidious
28,ukrainian,Kyiv National University,2010,50,1,youtube_invidious
28,russian,Kiev National University,2011,50,1,youtube_invidious
28,ukrainian,Kyiv National University,2011,50,2,youtube_invidious
28,russian,Kiev National University,2012,50,2,youtube_invidious
28,ukrainian,Kyiv National University,2012,50,1,youtube_invidious
28,russian,Kiev National University,2013,50,2,youtube_invidious
28,ukrainian,Kyiv National University,2013,50,1,youtube_invidious
28,russian,Kiev National University,2014,50,2,youtube_invidious
28,ukrainian,Kyiv National University,2014,50,2,youtube_invidious
28,russian,Kiev National University,2015,50,2,youtube_invidious
28,ukrainian,Kyiv National University,2015,50,1,youtube_invidious
28,russian,Kiev National University,2016,50,2,youtube_invidious
28,ukrainian,Kyiv National University,2016,50,4,youtube_invidious
28,russian,Kiev National University,2017,50,1,youtube_invidious
28,ukrainian,Kyiv National University,2017,50,6,youtube_invidious
28,russian,Kiev National University,2018,50,2,youtube_invidious
28,ukrainian,Kyiv National University,2018,50,5,youtube_invidious
28,russian,Kiev National University,2019,50,1,youtube_invidious
28,ukrainian,Kyiv National University,2019,50,6,youtube_invidious
28,russian,Kiev National University,2020,50,1,youtube_invidious
28,ukrainian,Kyiv National University,2020,50,8,youtube_invidious
28,russian,Kiev National University,2021,50,2,youtube_invidious
28,ukrainian,Kyiv National University,2021,50,4,youtube_invidious
28,russian,Kiev National University,2022,50,0,youtube_invidious
28,ukrainian,Kyiv National University,2022,50,6,youtube_invidious
28,russian,Kiev National University,2023,50,0,youtube_invidious
28,ukrainian,Kyiv National University,2023,50,5,youtube_invidious
28,russian,Kiev National University,2024,50,0,youtube_invidious
28,ukrainian,Kyiv National University,2024,50,2,youtube_invidious
28,russian,Kiev National University,2025,50,0,youtube_invidious
28,ukrainian,Kyiv National University,2025,50,2,youtube_invidious
28,russian,Kiev National University,2026,50,0,youtube_invidious
28,ukrainian,Kyiv National University,2026,50,1,youtube_invidious
