pair_id,variant,term,year,search_results,title_matches,source
27,russian,"""the Ukraine""",2010,50,23,youtube_invidious
27,ukrainian,Ukraine,2010,50,47,youtube_invidious
27,russian,"""the Ukraine""",2011,50,27,youtube_invidious
27,ukrainian,Ukraine,2011,50,50,youtube_invidious
27,russian,"""the Ukraine""",2012,50,21,youtube_invidious
27,ukrainian,Ukraine,2012,50,50,youtube_invidious
27,russian,"""the Ukraine""",2013,50,27,youtube_invidious
27,ukrainian,Ukraine,2013,50,50,youtube_invidious
27,russian,"""the Ukraine""",2014,50,7,youtube_invidious
27,ukrainian,Ukraine,2014,50,47,youtube_invidious
27,russian,"""the Ukraine""",2015,50,23,youtube_invidious
27,ukrainian,Ukraine,2015,50,42,youtube_invidious
27,russian,"""the Ukraine""",2016,50,26,youtube_invidious
27,ukrainian,Ukraine,2016,50,47,youtube_invidious
27,russian,"""the Ukraine""",2017,50,24,youtube_invidious
27,ukrainian,Ukraine,2017,50,49,youtube_invidious
27,russian,"""the Ukraine""",2018,50,33,youtube_invidious
27,ukrainian,Ukraine,2018,50,50,youtube_invidious
27,russian,"""the Ukraine""",2019,50,27,youtube_invidious
27,ukrainian,Ukraine,2019,50,50,youtube_invidious
27,russian,"""the Ukraine""",2020,50,25,youtube_invidious
27,ukrainian,Ukraine,2020,50,49,youtube_invidious
27,russian,"""the Ukraine""",2021,50,10,youtube_invidious
27,ukrainian,Ukraine,2021,50,48,youtube_invidious
27,russian,"""the Ukraine""",2022,50,21,youtube_invidious
27,ukrainian,Ukraine,2022,50,45,youtube_invidious
27,russian,"""the Ukraine""",2023,50,42,youtube_invidious
27,ukrainian,Ukraine,2023,50,45,youtube_invidious
27,russian,"""the Ukraine""",2024,50,28,youtube_invidious
27,ukrainian,Ukraine,2024,50,50,youtube_invidious
27,russian,"""the Ukraine""",2025,50,2,youtube_invidious
27,ukrainian,Ukraine,2025,50,44,youtube_invidious
27,russian,"""the Ukraine""",2026,50,0,youtube_invidious
27,ukrainian,Ukraine,2026,50,46,youtube_invidious
