pair_id,variant,term,year,search_results,title_matches,source
36,russian,Kazak Ukraine,2010,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2010,50,1,youtube_invidious
36,russian,Kazak Ukraine,2011,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2011,50,0,youtube_invidious
36,russian,Kazak Ukraine,2012,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2012,50,0,youtube_invidious
36,russian,Kazak Ukraine,2013,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2013,50,0,youtube_invidious
36,russian,Kazak Ukraine,2014,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2014,50,1,youtube_invidious
36,russian,Kazak Ukraine,2015,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2015,50,1,youtube_invidious
36,russian,Kazak Ukraine,2016,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2016,50,3,youtube_invidious
36,russian,Kazak Ukraine,2017,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2017,50,2,youtube_invidious
36,russian,Kazak Ukraine,2018,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2018,50,0,youtube_invidious
36,russian,Kazak Ukraine,2019,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2019,50,0,youtube_invidious
36,russian,Kazak Ukraine,2020,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2020,50,0,youtube_invidious
36,russian,Kazak Ukraine,2021,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2021,50,0,youtube_invidious
36,russian,Kazak Ukraine,2022,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2022,50,2,youtube_invidious
36,russian,Kazak Ukraine,2023,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2023,50,0,youtube_invidious
36,russian,Kazak Ukraine,2024,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2024,50,2,youtube_invidious
36,russian,Kazak Ukraine,2025,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2025,50,0,youtube_invidious
36,russian,Kazak Ukraine,2026,50,0,youtube_invidious
36,ukrainian,Cossack Ukraine,2026,50,0,youtube_invidious
