year,frequency,term,variant,pair_id
1900,2.713204660942381e-10,Bogdan Khmelnitsky,russian,86
1901,0.0,Bogdan Khmelnitsky,russian,86
1902,1.2894674217278634e-10,Bogdan Khmelnitsky,russian,86
1903,2.5068766507096996e-10,Bogdan Khmelnitsky,russian,86
1904,0.0,Bogdan Khmelnitsky,russian,86
1905,0.0,Bogdan Khmelnitsky,russian,86
1906,0.0,Bogdan Khmelnitsky,russian,86
1907,2.3080085065352307e-10,Bogdan Khmelnitsky,russian,86
1908,0.0,Bogdan Khmelnitsky,russian,86
1909,0.0,Bogdan Khmelnitsky,russian,86
1910,0.0,Bogdan Khmelnitsky,russian,86
1911,9.315252041952604e-11,Bogdan Khmelnitsky,russian,86
1912,1.958871953533503e-10,Bogdan Khmelnitsky,russian,86
1913,0.0,Bogdan Khmelnitsky,russian,86
1914,0.0,Bogdan Khmelnitsky,russian,86
1915,0.0,Bogdan Khmelnitsky,russian,86
1916,0.0,Bogdan Khmelnitsky,russian,86
1917,9.763527486494894e-11,Bogdan Khmelnitsky,russian,86
1918,8.458668765420896e-10,Bogdan Khmelnitsky,russian,86
1919,9.90833415315251e-10,Bogdan Khmelnitsky,russian,86
1920,9.425550340225186e-10,Bogdan Khmelnitsky,russian,86
1921,9.405554807218053e-11,Bogdan Khmelnitsky,russian,86
1922,0.0,Bogdan Khmelnitsky,russian,86
1923,0.0,Bogdan Khmelnitsky,russian,86
1924,2.64344157674401e-10,Bogdan Khmelnitsky,russian,86
1925,0.0,Bogdan Khmelnitsky,russian,86
1926,0.0,Bogdan Khmelnitsky,russian,86
1927,1.241126368345391e-10,Bogdan Khmelnitsky,russian,86
1928,1.1787819331754434e-10,Bogdan Khmelnitsky,russian,86
1929,2.289793632481718e-10,Bogdan Khmelnitsky,russian,86
1930,5.47743406187351e-10,Bogdan Khmelnitsky,russian,86
1931,0.0,Bogdan Khmelnitsky,russian,86
1932,2.444668911749659e-10,Bogdan Khmelnitsky,russian,86
1933,5.45630096659977e-10,Bogdan Khmelnitsky,russian,86
1934,0.0,Bogdan Khmelnitsky,russian,86
1935,4.896297811640693e-10,Bogdan Khmelnitsky,russian,86
1936,8.147312824391406e-10,Bogdan Khmelnitsky,russian,86
1937,2.2725073212104263e-10,Bogdan Khmelnitsky,russian,86
1938,1.5981603818104873e-09,Bogdan Khmelnitsky,russian,86
1939,5.469111830080919e-10,Bogdan Khmelnitsky,russian,86
1940,1.0041358855517046e-09,Bogdan Khmelnitsky,russian,86
1941,7.895000209146019e-10,Bogdan Khmelnitsky,russian,86
1942,3.617316890469624e-09,Bogdan Khmelnitsky,russian,86
1943,4.335077186112812e-09,Bogdan Khmelnitsky,russian,86
1944,1.0373137016017608e-08,Bogdan Khmelnitsky,russian,86
1945,4.175377377180212e-09,Bogdan Khmelnitsky,russian,86
1946,1.993448517367824e-09,Bogdan Khmelnitsky,russian,86
1947,8.818917818231853e-10,Bogdan Khmelnitsky,russian,86
1948,3.93292642897336e-09,Bogdan Khmelnitsky,russian,86
1949,8.694980846435385e-10,Bogdan Khmelnitsky,russian,86
1950,3.959009120535484e-09,Bogdan Khmelnitsky,russian,86
1951,2.0164309333381425e-08,Bogdan Khmelnitsky,russian,86
1952,5.82127190895676e-09,Bogdan Khmelnitsky,russian,86
1953,8.579934096530906e-09,Bogdan Khmelnitsky,russian,86
