year,frequency,term,variant,pair_id
1900,0.0,Pirozhki,russian,66
1901,0.0,Pirozhki,russian,66
1902,0.0,Pirozhki,russian,66
1903,0.0,Pirozhki,russian,66
1904,0.0,Pirozhki,russian,66
1905,0.0,Pirozhki,russian,66
1906,0.0,Pirozhki,russian,66
1907,0.0,Pirozhki,russian,66
1908,0.0,Pirozhki,russian,66
1909,0.0,Pirozhki,russian,66
1910,0.0,Pirozhki,russian,66
1911,0.0,Pirozhki,russian,66
1912,0.0,Pirozhki,russian,66
1913,0.0,Pirozhki,russian,66
1914,0.0,Pirozhki,russian,66
1915,0.0,Pirozhki,russian,66
1916,8.924872646476345e-11,Pirozhki,russian,66
1917,0.0,Pirozhki,russian,66
1918,0.0,Pirozhki,russian,66
1919,0.0,Pirozhki,russian,66
1920,0.0,Pirozhki,russian,66
1921,0.0,Pirozhki,russian,66
1922,0.0,Pirozhki,russian,66
1923,2.2728820214812373e-10,Pirozhki,russian,66
1924,0.0,Pirozhki,russian,66
1925,0.0,Pirozhki,russian,66
1926,0.0,Pirozhki,russian,66
1927,0.0,Pirozhki,russian,66
1928,0.0,Pirozhki,russian,66
1929,0.0,Pirozhki,russian,66
1930,0.0,Pirozhki,russian,66
1931,0.0,Pirozhki,russian,66
1932,0.0,Pirozhki,russian,66
1933,0.0,Pirozhki,russian,66
1934,0.0,Pirozhki,russian,66
1935,0.0,Pirozhki,russian,66
1936,9.378036541773938e-11,Pirozhki,russian,66
1937,0.0,Pirozhki,russian,66
1938,0.0,Pirozhki,russian,66
1939,0.0,Pirozhki,russian,66
1940,3.073464815983584e-10,Pirozhki,russian,66
1941,1.0360622082483673e-10,Pirozhki,russian,66
1942,0.0,Pirozhki,russian,66
1943,5.866324648273746e-10,Pirozhki,russian,66
1944,7.247424327339047e-10,Pirozhki,russian,66
1945,0.0,Pirozhki,russian,66
1946,0.0,Pirozhki,russian,66
1947,1.8029019943632818e-10,Pirozhki,russian,66
1948,0.0,Pirozhki,russian,66
1949,0.0,Pirozhki,russian,66
1950,0.0,Pirozhki,russian,66
1951,4.773788586653893e-10,Pirozhki,russian,66
1952,1.5960563981565201e-09,Pirozhki,russian,66
1953,7.506696653170053e-11,Pirozhki,russian,66
1954,1.564432750011946e-10,Pirozhki,russian,66
1955,3.6795200220041124e-10,Pirozhki,russian,66
1956,6.357568915760226e-10,Pirozhki,russian,66
1957,1.3559253719819253e-10,Pirozhki,russian,66
1958,6.936892033015951e-11,Pirozhki,russian,66
1959,6.38760086490997e-11,Pirozhki,russian,66
1960,6.000691610275055e-11,Pirozhki,russian,66
1961,1.3165483148114276e-09,Pirozhki,russian,66
1962,1.1255973236812267e-10,Pirozhki,russian,66
1963,9.772201936542046e-10,Pirozhki,russian,66
1964,3.299653883459541e-10,Pirozhki,russian,66
1965,0.0,Pirozhki,russian,66
1966,6.717427170066514e-10,Pirozhki,russian,66
1967,0.0,Pirozhki,russian,66
1968,5.271325043132435e-10,Pirozhki,russian,66
1969,5.412550407868366e-10,Pirozhki,russian,66
1970,5.34385279082894e-11,Pirozhki,russian,66
1971,2.119279474133151e-10,Pirozhki,russian,66
1972,1.6100506483596178e-09,Pirozhki,russian,66
1973,4.1747544310410944e-10,Pirozhki,russian,66
1974,1.8037686899674554e-09,Pirozhki,russian,66
1975,5.156219340385348e-10,Pirozhki,russian,66
1976,4.896960059674882e-10,Pirozhki,russian,66
1977,9.196503558683844e-10,Pirozhki,russian,66
1978,1.8854313943439394e-10,Pirozhki,russian,66
1979,1.340570432439847e-10,Pirozhki,russian,66
1980,1.6379781975217611e-09,Pirozhki,russian,66
1981,1.4878794862838163e-09,Pirozhki,russian,66
1982,1.7020732601125133e-09,Pirozhki,russian,66
1983,3.1331621741514937e-09,Pirozhki,russian,66
1984,1.0948403295074627e-09,Pirozhki,russian,66
1985,1.0490489588121932e-09,Pirozhki,russian,66
1986,6.393324203379791e-10,Pirozhki,russian,66
1987,1.0571807873560601e-09,Pirozhki,russian,66
1988,9.454602656333577e-10,Pirozhki,russian,66
1989,3.3947811228784985e-10,Pirozhki,russian,66
1990,2.2495658669186014e-09,Pirozhki,russian,66
1991,1.2560957829421682e-10,Pirozhki,russian,66
1992,4.1015422169721205e-09,Pirozhki,russian,66
1993,8.996032807573329e-10,Pirozhki,russian,66
1994,2.0651200194343744e-10,Pirozhki,russian,66
1995,3.254967961829891e-10,Pirozhki,russian,66
1996,5.421090798485295e-10,Pirozhki,russian,66
1997,4.67313188146079e-10,Pirozhki,russian,66
1998,2.5575269679833923e-10,Pirozhki,russian,66
1999,7.14631298581736e-10,Pirozhki,russian,66
2000,7.267790258502771e-10,Pirozhki,russian,66
2001,8.701370735053615e-10,Pirozhki,russian,66
2002,1.013985784226179e-09,Pirozhki,russian,66
2003,6.223621062950713e-10,Pirozhki,russian,66
2004,8.331144663031864e-10,Pirozhki,russian,66
2005,5.817962778209562e-10,Pirozhki,russian,66
2006,5.342958298015787e-10,Pirozhki,russian,66
2007,9.318301685823371e-10,Pirozhki,russian,66
2008,5.903154631781149e-10,Pirozhki,russian,66
2009,3.6124672697646076e-10,Pirozhki,russian,66
2010,6.749419356744113e-10,Pirozhki,russian,66
2011,2.3422173089926446e-09,Pirozhki,russian,66
2012,1.6813797021342225e-09,Pirozhki,russian,66
2013,1.2600108734162063e-09,Pirozhki,russian,66
2014,7.34187599604752e-10,Pirozhki,russian,66
2015,5.083625742585696e-10,Pirozhki,russian,66
2016,1.4756311728092442e-09,Pirozhki,russian,66
2017,4.739939551967609e-10,Pirozhki,russian,66
2018,1.1238694419546391e-09,Pirozhki,russian,66
2019,9.562373115556966e-10,Pirozhki,russian,66
2020,8.589490785304577e-10,Pirozhki,russian,66
2021,1.2015595185488337e-09,Pirozhki,russian,66
2022,9.554875779471672e-10,Pirozhki,russian,66
