year,frequency,term,variant,pair_id
1976,2.3523352710164147e-10,Olga of Kiev,russian,83
1977,1.1631574869941375e-10,Olga of Kiev,russian,83
1978,0.0,Olga of Kiev,russian,83
1979,0.0,Olga of Kiev,russian,83
1980,2.8851160349674387e-10,Olga of Kiev,russian,83
1981,5.7412720411154083e-11,Olga of Kiev,russian,83
1982,5.230916810816666e-10,Olga of Kiev,russian,83
1983,5.5787090225134506e-11,Olga of Kiev,russian,83
1984,5.438771308319268e-11,Olga of Kiev,russian,83
1985,1.6339965491773967e-10,Olga of Kiev,russian,83
1986,5.4381256442415093e-11,Olga of Kiev,russian,83
1987,1.6398918334381563e-10,Olga of Kiev,russian,83
1988,5.358399834953786e-10,Olga of Kiev,russian,83
1989,3.532459602606508e-10,Olga of Kiev,russian,83
1990,2.479738359095762e-10,Olga of Kiev,russian,83
1991,6.968976506982472e-10,Olga of Kiev,russian,83
1992,6.827869936110176e-10,Olga of Kiev,russian,83
1993,2.918967567655528e-10,Olga of Kiev,russian,83
1994,1.4707876583308632e-10,Olga of Kiev,russian,83
1995,4.3465436805334434e-10,Olga of Kiev,russian,83
1996,2.4708149415353375e-10,Olga of Kiev,russian,83
1997,5.031585703640928e-10,Olga of Kiev,russian,83
1998,2.0190621397020436e-10,Olga of Kiev,russian,83
1999,4.95838592406983e-10,Olga of Kiev,russian,83
2000,7.121133682730374e-10,Olga of Kiev,russian,83
2001,6.831044618849091e-10,Olga of Kiev,russian,83
2002,4.288454868994762e-10,Olga of Kiev,russian,83
2003,6.384578976614819e-10,Olga of Kiev,russian,83
2004,5.093686028523337e-10,Olga of Kiev,russian,83
2005,9.68074287399645e-10,Olga of Kiev,russian,83
2006,4.304739620319964e-10,Olga of Kiev,russian,83
2007,7.053332917728028e-10,Olga of Kiev,russian,83
2008,4.384936580503762e-10,Olga of Kiev,russian,83
2009,7.274683078151156e-10,Olga of Kiev,russian,83
2010,9.298102843224854e-10,Olga of Kiev,russian,83
2011,4.555155697083535e-10,Olga of Kiev,russian,83
2012,1.1119094533995622e-09,Olga of Kiev,russian,83
2013,9.016766222558203e-10,Olga of Kiev,russian,83
2014,1.006717376128563e-09,Olga of Kiev,russian,83
2015,1.1594493143363138e-09,Olga of Kiev,russian,83
2016,1.4926411218141311e-09,Olga of Kiev,russian,83
2017,8.535622764149764e-10,Olga of Kiev,russian,83
2018,2.120698283647471e-09,Olga of Kiev,russian,83
2019,2.4245481178297723e-09,Olga of Kiev,russian,83
2020,1.8648569355406153e-09,Olga of Kiev,russian,83
2021,1.1744920591638675e-09,Olga of Kiev,russian,83
2022,1.541271998917182e-09,Olga of Kiev,russian,83
