year,frequency,term,variant,pair_id
1900,0.0,Kirovograd,russian,44
1901,0.0,Kirovograd,russian,44
1902,0.0,Kirovograd,russian,44
1903,0.0,Kirovograd,russian,44
1904,0.0,Kirovograd,russian,44
1905,0.0,Kirovograd,russian,44
1906,0.0,Kirovograd,russian,44
1907,0.0,Kirovograd,russian,44
1908,0.0,Kirovograd,russian,44
1909,0.0,Kirovograd,russian,44
1910,0.0,Kirovograd,russian,44
1911,0.0,Kirovograd,russian,44
1912,0.0,Kirovograd,russian,44
1913,0.0,Kirovograd,russian,44
1914,0.0,Kirovograd,russian,44
1915,0.0,Kirovograd,russian,44
1916,0.0,Kirovograd,russian,44
1917,0.0,Kirovograd,russian,44
1918,0.0,Kirovograd,russian,44
1919,0.0,Kirovograd,russian,44
1920,0.0,Kirovograd,russian,44
1921,0.0,Kirovograd,russian,44
1922,0.0,Kirovograd,russian,44
1923,2.2728820214812373e-10,Kirovograd,russian,44
1924,0.0,Kirovograd,russian,44
1925,0.0,Kirovograd,russian,44
1926,0.0,Kirovograd,russian,44
1927,0.0,Kirovograd,russian,44
1928,5.421260662608063e-10,Kirovograd,russian,44
1929,0.0,Kirovograd,russian,44
1930,1.0058134880530645e-10,Kirovograd,russian,44
1931,0.0,Kirovograd,russian,44
1932,0.0,Kirovograd,russian,44
1933,2.5071780762608853e-10,Kirovograd,russian,44
1934,3.591343056275065e-10,Kirovograd,russian,44
1935,0.0,Kirovograd,russian,44
1936,0.0,Kirovograd,russian,44
1937,1.0432858743580908e-10,Kirovograd,russian,44
1938,3.1465119398887964e-10,Kirovograd,russian,44
1939,1.608300825850506e-09,Kirovograd,russian,44
1940,4.097953087978112e-09,Kirovograd,russian,44
1941,9.0137408648161e-09,Kirovograd,russian,44
1942,3.91121126597227e-08,Kirovograd,russian,44
1943,5.326623053747426e-08,Kirovograd,russian,44
1944,7.138712732057684e-08,Kirovograd,russian,44
1945,2.001768351078681e-08,Kirovograd,russian,44
1946,8.885801427993556e-09,Kirovograd,russian,44
1947,8.834219578091052e-09,Kirovograd,russian,44
1948,6.456320811309979e-09,Kirovograd,russian,44
1949,7.1212791219466e-09,Kirovograd,russian,44
1950,1.979836028453974e-08,Kirovograd,russian,44
1951,1.3923549424532666e-08,Kirovograd,russian,44
1952,1.771622493151881e-08,Kirovograd,russian,44
1953,1.3587120761826554e-08,Kirovograd,russian,44
1954,1.486211154144712e-08,Kirovograd,russian,44
1955,1.8324008976833284e-08,Kirovograd,russian,44
1956,2.6560510235640322e-08,Kirovograd,russian,44
1957,2.4610045556983096e-08,Kirovograd,russian,44
1958,3.48231985469738e-08,Kirovograd,russian,44
1959,3.6026069238914715e-08,Kirovograd,russian,44
1960,3.5704115219914456e-08,Kirovograd,russian,44
1961,3.508887402858818e-08,Kirovograd,russian,44
1962,3.5343756366046364e-08,Kirovograd,russian,44
1963,3.479989629795455e-08,Kirovograd,russian,44
1964,3.0686781116173734e-08,Kirovograd,russian,44
1965,3.1203761352571746e-08,Kirovograd,russian,44
1966,2.3083522648903454e-08,Kirovograd,russian,44
1967,2.478522098670055e-08,Kirovograd,russian,44
1968,2.2877550520661316e-08,Kirovograd,russian,44
1969,1.3260748943366707e-08,Kirovograd,russian,44
1970,2.052039427269392e-08,Kirovograd,russian,44
1971,1.822580308896704e-08,Kirovograd,russian,44
1972,2.1950356199340604e-08,Kirovograd,russian,44
1973,3.55897817883033e-08,Kirovograd,russian,44
1974,1.867431187463353e-08,Kirovograd,russian,44
1975,1.7995207102217137e-08,Kirovograd,russian,44
1976,2.0861049776499385e-08,Kirovograd,russian,44
1977,1.582766628871468e-08,Kirovograd,russian,44
1978,1.6497525123781998e-08,Kirovograd,russian,44
1979,1.7561472276383938e-08,Kirovograd,russian,44
1980,1.7969583154808788e-08,Kirovograd,russian,44
1981,1.6558660220766797e-08,Kirovograd,russian,44
1982,1.1282314638094704e-08,Kirovograd,russian,44
1983,1.1363558094501514e-08,Kirovograd,russian,44
1984,1.6422603721366613e-08,Kirovograd,russian,44
1985,1.6009400027883203e-08,Kirovograd,russian,44
1986,1.8403641277586757e-08,Kirovograd,russian,44
1987,1.1491095186499933e-08,Kirovograd,russian,44
1988,1.8774139576294147e-08,Kirovograd,russian,44
1989,1.6761731558290194e-08,Kirovograd,russian,44
1990,1.9662872219328165e-08,Kirovograd,russian,44
1991,1.6664204238736602e-08,Kirovograd,russian,44
1992,2.493737483177938e-08,Kirovograd,russian,44
1993,1.504790958506419e-08,Kirovograd,russian,44
1994,2.6681350462354203e-08,Kirovograd,russian,44
1995,2.835890811070385e-08,Kirovograd,russian,44
1996,1.380293124242371e-08,Kirovograd,russian,44
1997,1.7163138466003147e-08,Kirovograd,russian,44
1998,1.099736657295125e-08,Kirovograd,russian,44
1999,1.3283734112690126e-08,Kirovograd,russian,44
2000,1.3041645985367722e-08,Kirovograd,russian,44
2001,9.861553351697694e-09,Kirovograd,russian,44
2002,1.7156638776327782e-08,Kirovograd,russian,44
2003,9.529919964279543e-09,Kirovograd,russian,44
2004,1.4043929574825142e-08,Kirovograd,russian,44
2005,9.932093369968698e-09,Kirovograd,russian,44
2006,7.932237977570367e-09,Kirovograd,russian,44
2007,7.21155535288176e-09,Kirovograd,russian,44
2008,6.704296673376575e-09,Kirovograd,russian,44
2009,8.128051121047974e-09,Kirovograd,russian,44
2010,5.3095430274652244e-09,Kirovograd,russian,44
2011,4.286699883948586e-09,Kirovograd,russian,44
2012,1.3677377452836481e-08,Kirovograd,russian,44
2013,1.1812601563576663e-08,Kirovograd,russian,44
2014,6.9747820852228415e-09,Kirovograd,russian,44
2015,1.6564147387043704e-08,Kirovograd,russian,44
2016,1.4510372459142218e-08,Kirovograd,russian,44
2017,6.833412946605222e-09,Kirovograd,russian,44
2018,5.230315736071134e-09,Kirovograd,russian,44
2019,1.2039897079318962e-08,Kirovograd,russian,44
2020,2.5026652750170797e-08,Kirovograd,russian,44
2021,1.1328989302228365e-08,Kirovograd,russian,44
2022,5.21536991371363e-09,Kirovograd,russian,44
1900,0.0,Kropyvnytskyi,ukrainian,44
1901,0.0,Kropyvnytskyi,ukrainian,44
1902,0.0,Kropyvnytskyi,ukrainian,44
1903,0.0,Kropyvnytskyi,ukrainian,44
1904,0.0,Kropyvnytskyi,ukrainian,44
1905,0.0,Kropyvnytskyi,ukrainian,44
1906,0.0,Kropyvnytskyi,ukrainian,44
1907,0.0,Kropyvnytskyi,ukrainian,44
1908,0.0,Kropyvnytskyi,ukrainian,44
1909,0.0,Kropyvnytskyi,ukrainian,44
1910,0.0,Kropyvnytskyi,ukrainian,44
1911,0.0,Kropyvnytskyi,ukrainian,44
1912,0.0,Kropyvnytskyi,ukrainian,44
1913,0.0,Kropyvnytskyi,ukrainian,44
1914,0.0,Kropyvnytskyi,ukrainian,44
1915,0.0,Kropyvnytskyi,ukrainian,44
1916,0.0,Kropyvnytskyi,ukrainian,44
1917,0.0,Kropyvnytskyi,ukrainian,44
1918,0.0,Kropyvnytskyi,ukrainian,44
1919,0.0,Kropyvnytskyi,ukrainian,44
1920,0.0,Kropyvnytskyi,ukrainian,44
1921,0.0,Kropyvnytskyi,ukrainian,44
1922,0.0,Kropyvnytskyi,ukrainian,44
1923,0.0,Kropyvnytskyi,ukrainian,44
1924,0.0,Kropyvnytskyi,ukrainian,44
1925,0.0,Kropyvnytskyi,ukrainian,44
1926,0.0,Kropyvnytskyi,ukrainian,44
1927,0.0,Kropyvnytskyi,ukrainian,44
1928,0.0,Kropyvnytskyi,ukrainian,44
1929,0.0,Kropyvnytskyi,ukrainian,44
1930,0.0,Kropyvnytskyi,ukrainian,44
1931,0.0,Kropyvnytskyi,ukrainian,44
1932,0.0,Kropyvnytskyi,ukrainian,44
1933,0.0,Kropyvnytskyi,ukrainian,44
1934,0.0,Kropyvnytskyi,ukrainian,44
1935,0.0,Kropyvnytskyi,ukrainian,44
1936,0.0,Kropyvnytskyi,ukrainian,44
1937,0.0,Kropyvnytskyi,ukrainian,44
1938,0.0,Kropyvnytskyi,ukrainian,44
1939,0.0,Kropyvnytskyi,ukrainian,44
1940,0.0,Kropyvnytskyi,ukrainian,44
1941,0.0,Kropyvnytskyi,ukrainian,44
1942,0.0,Kropyvnytskyi,ukrainian,44
1943,0.0,Kropyvnytskyi,ukrainian,44
