year,frequency,term,variant,pair_id
1900,9.496216035742577e-10,Nikolai Gogol,russian,80
1901,5.171109651591621e-10,Nikolai Gogol,russian,80
1902,1.0315739373822908e-09,Nikolai Gogol,russian,80
1903,1.3787821995236982e-09,Nikolai Gogol,russian,80
1904,3.731448483534905e-10,Nikolai Gogol,russian,80
1905,8.408778673363315e-10,Nikolai Gogol,russian,80
1906,1.1404138744453007e-10,Nikolai Gogol,russian,80
1907,5.770021127560199e-10,Nikolai Gogol,russian,80
1908,0.0,Nikolai Gogol,russian,80
1909,3.271553583594766e-10,Nikolai Gogol,russian,80
1910,4.0564679393284564e-10,Nikolai Gogol,russian,80
1911,5.589151363949441e-10,Nikolai Gogol,russian,80
1912,1.958871953533503e-10,Nikolai Gogol,russian,80
1913,0.0,Nikolai Gogol,russian,80
1914,2.7895682985779047e-10,Nikolai Gogol,russian,80
1915,6.949127051569803e-09,Nikolai Gogol,russian,80
1916,2.3339219445972503e-09,Nikolai Gogol,russian,80
1917,2.8314228739390046e-09,Nikolai Gogol,russian,80
1918,1.9032004860974894e-09,Nikolai Gogol,russian,80
1919,4.954167076576255e-10,Nikolai Gogol,russian,80
1920,2.8276650465564046e-10,Nikolai Gogol,russian,80
1921,2.821666511554355e-10,Nikolai Gogol,russian,80
1922,6.533428797972363e-10,Nikolai Gogol,russian,80
1923,1.856111486731038e-09,Nikolai Gogol,russian,80
1924,1.4538928949647811e-09,Nikolai Gogol,russian,80
1925,9.199667139192513e-10,Nikolai Gogol,russian,80
1926,2.6942195141543834e-09,Nikolai Gogol,russian,80
1927,3.847491658603985e-09,Nikolai Gogol,russian,80
1928,8.251473393450226e-10,Nikolai Gogol,russian,80
1929,1.9463246569983994e-09,Nikolai Gogol,russian,80
1930,9.859381089327712e-10,Nikolai Gogol,russian,80
1931,4.090410676838019e-09,Nikolai Gogol,russian,80
1932,9.778675646998636e-10,Nikolai Gogol,russian,80
1933,9.54852641399384e-10,Nikolai Gogol,russian,80
1934,1.4324854635816564e-09,Nikolai Gogol,russian,80
1935,4.039445666847996e-09,Nikolai Gogol,russian,80
1936,4.0736565232180055e-09,Nikolai Gogol,russian,80
1937,2.2725072934548507e-09,Nikolai Gogol,russian,80
1938,1.8264689760627562e-09,Nikolai Gogol,russian,80
1939,1.5313512680137364e-09,Nikolai Gogol,russian,80
1940,3.458690001068021e-09,Nikolai Gogol,russian,80
1941,1.466214372136676e-09,Nikolai Gogol,russian,80
1942,5.064243691066395e-09,Nikolai Gogol,russian,80
1943,7.267629609231108e-09,Nikolai Gogol,russian,80
1944,1.23427206233373e-08,Nikolai Gogol,russian,80
1945,1.062823251629652e-08,Nikolai Gogol,russian,80
1946,1.2485282141483367e-08,Nikolai Gogol,russian,80
1947,9.60282164896853e-09,Nikolai Gogol,russian,80
1948,8.427699427215884e-09,Nikolai Gogol,russian,80
1949,8.434131615331353e-09,Nikolai Gogol,russian,80
1950,7.918018241070968e-09,Nikolai Gogol,russian,80
1951,1.0471594258376626e-08,Nikolai Gogol,russian,80
1952,2.7021126669524165e-08,Nikolai Gogol,russian,80
1953,1.2011907912778952e-08,Nikolai Gogol,russian,80
1954,9.701638603587526e-09,Nikolai Gogol,russian,80
1955,7.854056960354683e-09,Nikolai Gogol,russian,80
1956,7.707800619982663e-09,Nikolai Gogol,russian,80
1957,1.2336751176178495e-08,Nikolai Gogol,russian,80
1958,1.1035750091537011e-08,Nikolai Gogol,russian,80
1959,1.2107708613484647e-08,Nikolai Gogol,russian,80
1960,1.3098892637231074e-08,Nikolai Gogol,russian,80
1961,1.3801906284527377e-08,Nikolai Gogol,russian,80
1962,2.036697566154544e-08,Nikolai Gogol,russian,80
1963,1.2683525341117274e-08,Nikolai Gogol,russian,80
1964,1.4122372604674638e-08,Nikolai Gogol,russian,80
1965,1.4710964890696232e-08,Nikolai Gogol,russian,80
1966,1.4493575228868849e-08,Nikolai Gogol,russian,80
1967,1.8327289907915656e-08,Nikolai Gogol,russian,80
1968,1.6427391003048797e-08,Nikolai Gogol,russian,80
1969,1.7435370480711754e-08,Nikolai Gogol,russian,80
1970,1.7308401822901942e-08,Nikolai Gogol,russian,80
1971,1.7568650534371955e-08,Nikolai Gogol,russian,80
1972,1.2994932241383594e-08,Nikolai Gogol,russian,80
1973,2.0037978387676958e-08,Nikolai Gogol,russian,80
1974,1.6699440053002945e-08,Nikolai Gogol,russian,80
1975,1.1631479779339315e-08,Nikolai Gogol,russian,80
1976,1.6512931466650116e-08,Nikolai Gogol,russian,80
1977,2.995673042960334e-08,Nikolai Gogol,russian,80
1978,1.4835205064400725e-08,Nikolai Gogol,russian,80
1979,2.2514898390113558e-08,Nikolai Gogol,russian,80
1980,1.6960889581696392e-08,Nikolai Gogol,russian,80
1981,2.776269880655491e-08,Nikolai Gogol,russian,80
1982,2.2240724817379487e-08,Nikolai Gogol,russian,80
1983,2.0351345497715556e-08,Nikolai Gogol,russian,80
1984,2.798485709831766e-08,Nikolai Gogol,russian,80
1985,3.023494343779021e-08,Nikolai Gogol,russian,80
1986,2.1595308652422318e-08,Nikolai Gogol,russian,80
1987,1.9126158434801255e-08,Nikolai Gogol,russian,80
1988,2.0061802885606994e-08,Nikolai Gogol,russian,80
1989,2.245180930060542e-08,Nikolai Gogol,russian,80
1990,1.9788059191228058e-08,Nikolai Gogol,russian,80
1991,2.09221404645632e-08,Nikolai Gogol,russian,80
1992,2.366032347822511e-08,Nikolai Gogol,russian,80
1993,1.950658834459773e-08,Nikolai Gogol,russian,80
1994,2.0578852399921743e-08,Nikolai Gogol,russian,80
1995,2.005126731319251e-08,Nikolai Gogol,russian,80
1996,1.8228428544375674e-08,Nikolai Gogol,russian,80
1997,2.1882712530896242e-08,Nikolai Gogol,russian,80
1998,2.2971324398213255e-08,Nikolai Gogol,russian,80
1999,2.420583555817757e-08,Nikolai Gogol,russian,80
2000,2.199390891632902e-08,Nikolai Gogol,russian,80
2001,2.5409601533965542e-08,Nikolai Gogol,russian,80
2002,2.2698513291175004e-08,Nikolai Gogol,russian,80
2003,2.447711011654974e-08,Nikolai Gogol,russian,80
