year,frequency,term,variant,pair_id
1900,2.402003218548998e-08,Borsch,russian,23
1901,2.6914493744811807e-08,Borsch,russian,23
1902,3.383498281550601e-08,Borsch,russian,23
1903,4.9237169008620185e-08,Borsch,russian,23
1904,4.6545128640218536e-08,Borsch,russian,23
1905,3.041671092773868e-08,Borsch,russian,23
1906,2.2748892547497235e-08,Borsch,russian,23
1907,2.3901467471887372e-08,Borsch,russian,23
1908,2.0309018466946327e-08,Borsch,russian,23
1909,1.6472089470198625e-08,Borsch,russian,23
1910,1.5317743518039606e-08,Borsch,russian,23
1911,1.5004316011868468e-08,Borsch,russian,23
1912,1.0620955670503918e-08,Borsch,russian,23
1913,1.299479546190696e-08,Borsch,russian,23
1914,3.320822017371938e-08,Borsch,russian,23
1915,1.6886072984334533e-08,Borsch,russian,23
1916,1.0531350014275631e-08,Borsch,russian,23
1917,1.4807431725216702e-08,Borsch,russian,23
1918,1.282511430389377e-08,Borsch,russian,23
1919,9.196386763221653e-09,Borsch,russian,23
1920,1.4700405337464417e-08,Borsch,russian,23
1921,1.3572832635588838e-08,Borsch,russian,23
1922,1.6740104413770496e-08,Borsch,russian,23
1923,2.1137802619364265e-08,Borsch,russian,23
1924,1.3969836842875338e-08,Borsch,russian,23
1925,1.1721875026182715e-08,Borsch,russian,23
1926,9.355944463607102e-09,Borsch,russian,23
1927,9.58128598682606e-09,Borsch,russian,23
1928,1.604693089518605e-08,Borsch,russian,23
1929,1.6109911626926987e-08,Borsch,russian,23
1930,1.2874412647079225e-08,Borsch,russian,23
1931,1.5009838705282164e-08,Borsch,russian,23
1932,1.6970441052421847e-08,Borsch,russian,23
1933,2.218852657165371e-08,Borsch,russian,23
1934,1.7477869818094405e-08,Borsch,russian,23
1935,1.936054161433276e-08,Borsch,russian,23
1936,1.7536928353933945e-08,Borsch,russian,23
1937,2.0239745879280235e-08,Borsch,russian,23
1938,2.286465239365043e-08,Borsch,russian,23
1939,2.231517370887559e-08,Borsch,russian,23
1940,2.5612207465997017e-08,Borsch,russian,23
1941,1.3261596265579101e-08,Borsch,russian,23
1942,1.684147576952455e-08,Borsch,russian,23
1943,2.8158359199892402e-08,Borsch,russian,23
1944,2.7661002377499244e-08,Borsch,russian,23
1945,1.699175555813781e-08,Borsch,russian,23
1946,2.6077897175014186e-08,Borsch,russian,23
1947,1.8569890514186227e-08,Borsch,russian,23
