year,frequency,term,variant,pair_id
1900,1.2510432967349772e-10,Holodomor,both,50
1901,0.0,Holodomor,both,50
1902,0.0,Holodomor,both,50
1903,0.0,Holodomor,both,50
1904,0.0,Holodomor,both,50
1905,0.0,Holodomor,both,50
1906,0.0,Holodomor,both,50
1907,0.0,Holodomor,both,50
1908,0.0,Holodomor,both,50
1909,0.0,Holodomor,both,50
1910,0.0,Holodomor,both,50
1911,0.0,Holodomor,both,50
1912,0.0,Holodomor,both,50
1913,0.0,Holodomor,both,50
1914,0.0,Holodomor,both,50
1915,0.0,Holodomor,both,50
1916,0.0,Holodomor,both,50
1917,0.0,Holodomor,both,50
1918,0.0,Holodomor,both,50
1919,0.0,Holodomor,both,50
1920,0.0,Holodomor,both,50
1921,0.0,Holodomor,both,50
1922,0.0,Holodomor,both,50
1923,0.0,Holodomor,both,50
1924,0.0,Holodomor,both,50
1925,0.0,Holodomor,both,50
1926,0.0,Holodomor,both,50
1927,0.0,Holodomor,both,50
1928,0.0,Holodomor,both,50
1929,0.0,Holodomor,both,50
1930,0.0,Holodomor,both,50
1931,0.0,Holodomor,both,50
1932,0.0,Holodomor,both,50
1933,0.0,Holodomor,both,50
1934,0.0,Holodomor,both,50
1935,0.0,Holodomor,both,50
1936,0.0,Holodomor,both,50
1937,0.0,Holodomor,both,50
1938,0.0,Holodomor,both,50
1939,0.0,Holodomor,both,50
1940,0.0,Holodomor,both,50
1941,0.0,Holodomor,both,50
1942,0.0,Holodomor,both,50
1943,0.0,Holodomor,both,50
1944,0.0,Holodomor,both,50
1945,0.0,Holodomor,both,50
1946,1.9316960531146066e-10,Holodomor,both,50
1947,0.0,Holodomor,both,50
1948,0.0,Holodomor,both,50
1949,0.0,Holodomor,both,50
1950,0.0,Holodomor,both,50
1951,0.0,Holodomor,both,50
1952,0.0,Holodomor,both,50
1953,0.0,Holodomor,both,50
1954,0.0,Holodomor,both,50
1955,1.4718079532904937e-10,Holodomor,both,50
1956,0.0,Holodomor,both,50
1957,0.0,Holodomor,both,50
1958,0.0,Holodomor,both,50
1959,0.0,Holodomor,both,50
1960,0.0,Holodomor,both,50
1961,0.0,Holodomor,both,50
1962,0.0,Holodomor,both,50
1963,0.0,Holodomor,both,50
1964,0.0,Holodomor,both,50
1965,0.0,Holodomor,both,50
1966,0.0,Holodomor,both,50
1967,0.0,Holodomor,both,50
1968,0.0,Holodomor,both,50
1969,5.412550616035183e-11,Holodomor,both,50
1970,0.0,Holodomor,both,50
1971,0.0,Holodomor,both,50
1972,0.0,Holodomor,both,50
1973,5.218443038801368e-11,Holodomor,both,50
1974,0.0,Holodomor,both,50
1975,1.0312439097104331e-10,Holodomor,both,50
1976,0.0,Holodomor,both,50
1977,0.0,Holodomor,both,50
1978,0.0,Holodomor,both,50
1979,0.0,Holodomor,both,50
1980,0.0,Holodomor,both,50
1981,0.0,Holodomor,both,50
1982,0.0,Holodomor,both,50
1983,0.0,Holodomor,both,50
1984,9.123669181265726e-11,Holodomor,both,50
1985,2.7366495181091466e-10,Holodomor,both,50
1986,4.566660383176213e-10,Holodomor,both,50
1987,0.0,Holodomor,both,50
1988,4.051972646301749e-10,Holodomor,both,50
1989,4.243476403598123e-11,Holodomor,both,50
1990,0.0,Holodomor,both,50
1991,4.186986174437024e-11,Holodomor,both,50
1992,0.0,Holodomor,both,50
1993,0.0,Holodomor,both,50
1994,0.0,Holodomor,both,50
1995,1.0985516940564821e-09,Holodomor,both,50
1996,1.2510209534966066e-10,Holodomor,both,50
1997,1.27449051312567e-10,Holodomor,both,50
1998,1.3640144569393442e-09,Holodomor,both,50
1999,8.407426976830834e-10,Holodomor,both,50
2000,4.0376611776249405e-11,Holodomor,both,50
2001,2.0717549897852905e-10,Holodomor,both,50
2002,3.244754465114852e-10,Holodomor,both,50
2003,4.667715991502064e-09,Holodomor,both,50
2004,6.069833968780358e-09,Holodomor,both,50
2005,1.0139877382187024e-08,Holodomor,both,50
2006,2.7125788282234e-09,Holodomor,both,50
2007,9.96653160001415e-09,Holodomor,both,50
2008,3.693688199746248e-08,Holodomor,both,50
2009,9.753661878164621e-09,Holodomor,both,50
2010,1.0709078956949725e-08,Holodomor,both,50
2011,1.1932050902885294e-08,Holodomor,both,50
2012,2.7354754905672962e-08,Holodomor,both,50
2013,1.9309666754452337e-08,Holodomor,both,50
2014,1.9602808265517524e-08,Holodomor,both,50
2015,7.163676229993143e-08,Holodomor,both,50
2016,2.44708822094708e-08,Holodomor,both,50
2017,3.171809481727905e-08,Holodomor,both,50
2018,3.3802535881477525e-08,Holodomor,both,50
2019,3.759751265874911e-08,Holodomor,both,50
2020,3.650533741961226e-08,Holodomor,both,50
2021,5.86618504883063e-08,Holodomor,both,50
2022,8.627257130910948e-08,Holodomor,both,50
