year,frequency,term,variant,pair_id
1900,0.0,Gorilka,russian,47
1901,0.0,Gorilka,russian,47
1902,0.0,Gorilka,russian,47
1903,0.0,Gorilka,russian,47
1904,0.0,Gorilka,russian,47
1905,0.0,Gorilka,russian,47
1906,0.0,Gorilka,russian,47
1907,0.0,Gorilka,russian,47
1908,0.0,Gorilka,russian,47
1909,0.0,Gorilka,russian,47
1910,0.0,Gorilka,russian,47
1911,8.573895066144033e-11,Gorilka,russian,47
1912,0.0,Gorilka,russian,47
1913,0.0,Gorilka,russian,47
1914,0.0,Gorilka,russian,47
1915,0.0,Gorilka,russian,47
1916,8.924872646476345e-11,Gorilka,russian,47
1917,0.0,Gorilka,russian,47
1918,0.0,Gorilka,russian,47
1919,0.0,Gorilka,russian,47
1920,0.0,Gorilka,russian,47
1921,0.0,Gorilka,russian,47
1922,0.0,Gorilka,russian,47
1923,0.0,Gorilka,russian,47
1924,0.0,Gorilka,russian,47
1925,0.0,Gorilka,russian,47
1926,0.0,Gorilka,russian,47
1927,0.0,Gorilka,russian,47
1928,0.0,Gorilka,russian,47
1929,0.0,Gorilka,russian,47
1930,0.0,Gorilka,russian,47
1931,0.0,Gorilka,russian,47
1932,0.0,Gorilka,russian,47
1933,0.0,Gorilka,russian,47
1934,1.1971143520916883e-10,Gorilka,russian,47
1935,0.0,Gorilka,russian,47
1936,0.0,Gorilka,russian,47
1937,1.0432858743580908e-10,Gorilka,russian,47
1938,0.0,Gorilka,russian,47
1939,0.0,Gorilka,russian,47
1940,0.0,Gorilka,russian,47
1941,0.0,Gorilka,russian,47
1942,0.0,Gorilka,russian,47
1943,0.0,Gorilka,russian,47
1944,0.0,Gorilka,russian,47
1945,0.0,Gorilka,russian,47
1946,0.0,Gorilka,russian,47
1947,0.0,Gorilka,russian,47
1948,0.0,Gorilka,russian,47
1949,8.001437012961077e-11,Gorilka,russian,47
1950,0.0,Gorilka,russian,47
1951,0.0,Gorilka,russian,47
1952,7.980281713226844e-11,Gorilka,russian,47
1953,0.0,Gorilka,russian,47
1954,0.0,Gorilka,russian,47
1955,0.0,Gorilka,russian,47
1956,0.0,Gorilka,russian,47
1957,0.0,Gorilka,russian,47
1958,2.7747568132063805e-10,Gorilka,russian,47
1959,0.0,Gorilka,russian,47
1960,2.400276644110022e-10,Gorilka,russian,47
1961,1.1448245823553194e-10,Gorilka,russian,47
1962,6.753583803309482e-10,Gorilka,russian,47
1963,0.0,Gorilka,russian,47
1964,0.0,Gorilka,russian,47
1965,0.0,Gorilka,russian,47
1966,6.106751909706887e-11,Gorilka,russian,47
1967,0.0,Gorilka,russian,47
1968,5.2713250431324354e-11,Gorilka,russian,47
1969,1.0825101232070367e-10,Gorilka,russian,47
1970,0.0,Gorilka,russian,47
1971,5.298198685332878e-11,Gorilka,russian,47
1972,2.1467341793091066e-10,Gorilka,russian,47
1973,0.0,Gorilka,russian,47
1974,5.305202110950091e-11,Gorilka,russian,47
1975,0.0,Gorilka,russian,47
1976,4.896959920897004e-11,Gorilka,russian,47
1977,4.8402649943657394e-11,Gorilka,russian,47
1978,4.7135784858598484e-11,Gorilka,russian,47
1979,2.681140864879694e-10,Gorilka,russian,47
1980,0.0,Gorilka,russian,47
1981,0.0,Gorilka,russian,47
1982,9.726133093357348e-11,Gorilka,russian,47
1983,9.352722762923094e-11,Gorilka,russian,47
1984,1.824733836253145e-10,Gorilka,russian,47
1985,4.561082414533679e-11,Gorilka,russian,47
1986,9.13332048879667e-11,Gorilka,russian,47
1987,1.838575264256903e-10,Gorilka,russian,47
1988,3.6017533400212187e-10,Gorilka,russian,47
1989,2.1217382017990616e-10,Gorilka,russian,47
1990,1.249758907473364e-10,Gorilka,russian,47
1991,3.349588939549619e-10,Gorilka,russian,47
1992,1.6406168090732365e-10,Gorilka,russian,47
1993,2.453463543439227e-10,Gorilka,russian,47
1994,8.260479800181741e-11,Gorilka,russian,47
1995,4.068709952287364e-11,Gorilka,russian,47
1996,1.2510209534966066e-10,Gorilka,russian,47
1997,4.2483017104189e-11,Gorilka,russian,47
1998,1.7050180711741802e-10,Gorilka,russian,47
1999,1.261113991013474e-10,Gorilka,russian,47
2000,2.0188306582014093e-10,Gorilka,russian,47
2001,2.0717549897852905e-10,Gorilka,russian,47
2002,1.2167829244180695e-10,Gorilka,russian,47
2003,1.5559052657376782e-10,Gorilka,russian,47
2004,0.0,Gorilka,russian,47
2005,4.155687460816182e-10,Gorilka,russian,47
2006,8.219935843101212e-11,Gorilka,russian,47
2007,1.6205742303654347e-10,Gorilka,russian,47
2008,8.43307784714753e-11,Gorilka,russian,47
2009,0.0,Gorilka,russian,47
2010,1.7998451340428545e-10,Gorilka,russian,47
2011,1.7677112551517382e-10,Gorilka,russian,47
2012,3.233422557480381e-11,Gorilka,russian,47
2013,3.150027114151577e-11,Gorilka,russian,47
2014,1.1012813577737646e-10,Gorilka,russian,47
2015,4.236355016784543e-11,Gorilka,russian,47
2016,8.197950651656072e-11,Gorilka,russian,47
2017,1.5799798969151624e-10,Gorilka,russian,47
2018,1.2967724116741408e-10,Gorilka,russian,47
2019,1.303959995535564e-10,Gorilka,russian,47
2020,3.904314024860689e-11,Gorilka,russian,47
2021,0.0,Gorilka,russian,47
2022,0.0,Gorilka,russian,47
1900,0.0,Horilka,ukrainian,47
1901,0.0,Horilka,ukrainian,47
1902,0.0,Horilka,ukrainian,47
1903,0.0,Horilka,ukrainian,47
1904,0.0,Horilka,ukrainian,47
1905,0.0,Horilka,ukrainian,47
1906,0.0,Horilka,ukrainian,47
1907,0.0,Horilka,ukrainian,47
1908,0.0,Horilka,ukrainian,47
1909,0.0,Horilka,ukrainian,47
1910,0.0,Horilka,ukrainian,47
1911,0.0,Horilka,ukrainian,47
1912,1.800161963938507e-10,Horilka,ukrainian,47
1913,0.0,Horilka,ukrainian,47
1914,1.707363417313701e-10,Horilka,ukrainian,47
1915,0.0,Horilka,ukrainian,47
1916,0.0,Horilka,ukrainian,47
1917,0.0,Horilka,ukrainian,47
1918,0.0,Horilka,ukrainian,47
1919,0.0,Horilka,ukrainian,47
