year,frequency,term,variant,pair_id
1900,0.0,Kiev ballet,russian,34
1901,0.0,Kiev ballet,russian,34
1902,0.0,Kiev ballet,russian,34
1903,0.0,Kiev ballet,russian,34
1904,0.0,Kiev ballet,russian,34
1905,0.0,Kiev ballet,russian,34
1906,0.0,Kiev ballet,russian,34
1907,0.0,Kiev ballet,russian,34
1908,0.0,Kiev ballet,russian,34
1909,0.0,Kiev ballet,russian,34
1910,0.0,Kiev ballet,russian,34
1911,0.0,Kiev ballet,russian,34
1912,0.0,Kiev ballet,russian,34
1913,0.0,Kiev ballet,russian,34
1914,0.0,Kiev ballet,russian,34
1915,0.0,Kiev ballet,russian,34
1916,0.0,Kiev ballet,russian,34
1917,0.0,Kiev ballet,russian,34
1918,0.0,Kiev ballet,russian,34
1919,0.0,Kiev ballet,russian,34
1920,0.0,Kiev ballet,russian,34
1921,0.0,Kiev ballet,russian,34
1922,0.0,Kiev ballet,russian,34
1923,0.0,Kiev ballet,russian,34
1924,0.0,Kiev ballet,russian,34
1925,0.0,Kiev ballet,russian,34
1926,0.0,Kiev ballet,russian,34
1927,0.0,Kiev ballet,russian,34
1928,0.0,Kiev ballet,russian,34
1929,0.0,Kiev ballet,russian,34
1930,0.0,Kiev ballet,russian,34
1931,0.0,Kiev ballet,russian,34
1932,0.0,Kiev ballet,russian,34
1933,0.0,Kiev ballet,russian,34
1934,0.0,Kiev ballet,russian,34
1935,3.67222335873052e-10,Kiev ballet,russian,34
1936,0.0,Kiev ballet,russian,34
1937,0.0,Kiev ballet,russian,34
1938,0.0,Kiev ballet,russian,34
1939,1.0938223243828205e-10,Kiev ballet,russian,34
1940,0.0,Kiev ballet,russian,34
1941,0.0,Kiev ballet,russian,34
1942,0.0,Kiev ballet,russian,34
1943,0.0,Kiev ballet,russian,34
1944,0.0,Kiev ballet,russian,34
1945,0.0,Kiev ballet,russian,34
1946,0.0,Kiev ballet,russian,34
1947,0.0,Kiev ballet,russian,34
1948,9.364110875598186e-11,Kiev ballet,russian,34
1949,0.0,Kiev ballet,russian,34
1950,0.0,Kiev ballet,russian,34
1951,8.654209987524197e-11,Kiev ballet,russian,34
1952,0.0,Kiev ballet,russian,34
1953,6.537092533953626e-10,Kiev ballet,russian,34
1954,0.0,Kiev ballet,russian,34
1955,0.0,Kiev ballet,russian,34
1956,0.0,Kiev ballet,russian,34
1957,0.0,Kiev ballet,russian,34
1958,1.5117465612668468e-10,Kiev ballet,russian,34
1959,0.0,Kiev ballet,russian,34
1960,1.3098892803764528e-10,Kiev ballet,russian,34
1961,0.0,Kiev ballet,russian,34
1962,0.0,Kiev ballet,russian,34
1963,3.556128724824248e-10,Kiev ballet,russian,34
1964,5.764233534932828e-10,Kiev ballet,russian,34
1965,1.3684618715981145e-10,Kiev ballet,russian,34
1966,6.64842902953211e-11,Kiev ballet,russian,34
1967,5.893019405789346e-11,Kiev ballet,russian,34
1968,0.0,Kiev ballet,russian,34
1969,0.0,Kiev ballet,russian,34
1970,0.0,Kiev ballet,russian,34
1971,0.0,Kiev ballet,russian,34
1972,1.7560719545173242e-10,Kiev ballet,russian,34
1973,0.0,Kiev ballet,russian,34
1974,0.0,Kiev ballet,russian,34
1975,5.619072221407784e-11,Kiev ballet,russian,34
1976,0.0,Kiev ballet,russian,34
1977,5.28337373850718e-11,Kiev ballet,russian,34
1978,1.030222573916717e-10,Kiev ballet,russian,34
1979,0.0,Kiev ballet,russian,34
1980,1.0502099190290437e-10,Kiev ballet,russian,34
1981,5.2283802287611536e-11,Kiev ballet,russian,34
1982,1.5886231219397473e-10,Kiev ballet,russian,34
1983,5.0878364021844646e-11,Kiev ballet,russian,34
1984,1.4885562227284765e-10,Kiev ballet,russian,34
1985,1.489406098453827e-10,Kiev ballet,russian,34
1986,4.9644389293890256e-11,Kiev ballet,russian,34
1987,4.9937748380912694e-11,Kiev ballet,russian,34
1988,4.893122712568143e-11,Kiev ballet,russian,34
1989,0.0,Kiev ballet,russian,34
1990,1.3584480762496298e-10,Kiev ballet,russian,34
1991,4.5482912575112167e-11,Kiev ballet,russian,34
1992,8.911609644668417e-11,Kiev ballet,russian,34
1993,0.0,Kiev ballet,russian,34
1994,0.0,Kiev ballet,russian,34
1995,4.4165785612060304e-11,Kiev ballet,russian,34
1996,4.5231832168646235e-11,Kiev ballet,russian,34
1997,4.606886747082761e-11,Kiev ballet,russian,34
1998,9.243993764895819e-11,Kiev ballet,russian,34
1999,4.5499690820571814e-11,Kiev ballet,russian,34
2000,0.0,Kiev ballet,russian,34
2001,0.0,Kiev ballet,russian,34
2002,8.763904879582896e-11,Kiev ballet,russian,34
2003,4.1984752480184184e-11,Kiev ballet,russian,34
2004,8.54664672367278e-11,Kiev ballet,russian,34
2005,0.0,Kiev ballet,russian,34
2006,0.0,Kiev ballet,russian,34
2007,0.0,Kiev ballet,russian,34
2008,0.0,Kiev ballet,russian,34
2009,4.83204379286839e-11,Kiev ballet,russian,34
2010,0.0,Kiev ballet,russian,34
2011,4.718542917503399e-11,Kiev ballet,russian,34
2012,0.0,Kiev ballet,russian,34
2013,3.3629335427498575e-11,Kiev ballet,russian,34
2014,0.0,Kiev ballet,russian,34
2015,0.0,Kiev ballet,russian,34
2016,4.363491859504798e-11,Kiev ballet,russian,34
2017,0.0,Kiev ballet,russian,34
2018,1.382147729600547e-10,Kiev ballet,russian,34
2019,1.8511323029990479e-10,Kiev ballet,russian,34
2020,0.0,Kiev ballet,russian,34
2021,0.0,Kiev ballet,russian,34
2022,4.239285311680163e-11,Kiev ballet,russian,34
