year,frequency,term,variant,pair_id
1900,0.0,Kievan Rus,russian,35
1901,1.2927774128979053e-10,Kievan Rus,russian,35
1902,0.0,Kievan Rus,russian,35
1903,0.0,Kievan Rus,russian,35
1904,0.0,Kievan Rus,russian,35
1905,0.0,Kievan Rus,russian,35
1906,0.0,Kievan Rus,russian,35
1907,0.0,Kievan Rus,russian,35
1908,0.0,Kievan Rus,russian,35
1909,0.0,Kievan Rus,russian,35
1910,0.0,Kievan Rus,russian,35
1911,5.868608710102308e-09,Kievan Rus,russian,35
1912,4.897179883833758e-10,Kievan Rus,russian,35
1913,8.605036128095378e-10,Kievan Rus,russian,35
1914,0.0,Kievan Rus,russian,35
1915,0.0,Kievan Rus,russian,35
1916,2.917402430746563e-10,Kievan Rus,russian,35
1917,1.9527054972989788e-10,Kievan Rus,russian,35
1918,0.0,Kievan Rus,russian,35
1919,3.170667062235566e-09,Kievan Rus,russian,35
1920,0.0,Kievan Rus,russian,35
1921,4.514666418486968e-09,Kievan Rus,russian,35
1922,1.4933551062412675e-09,Kievan Rus,russian,35
1923,1.237407676324409e-10,Kievan Rus,russian,35
1924,1.3217207328608538e-09,Kievan Rus,russian,35
1925,2.628476325483575e-10,Kievan Rus,russian,35
1926,4.898580985290835e-10,Kievan Rus,russian,35
1927,1.241126368345391e-10,Kievan Rus,russian,35
1928,0.0,Kievan Rus,russian,35
1929,3.434690309944699e-10,Kievan Rus,russian,35
1930,0.0,Kievan Rus,russian,35
1931,2.2724504222804143e-10,Kievan Rus,russian,35
1932,2.689135802924625e-09,Kievan Rus,russian,35
1933,0.0,Kievan Rus,russian,35
1934,0.0,Kievan Rus,russian,35
1935,0.0,Kievan Rus,russian,35
1936,0.0,Kievan Rus,russian,35
1937,1.1362536606052132e-10,Kievan Rus,russian,35
1938,2.2830862200784452e-10,Kievan Rus,russian,35
1939,1.3125868170149602e-09,Kievan Rus,russian,35
1940,1.1157064855327192e-10,Kievan Rus,russian,35
1941,1.01507147132196e-09,Kievan Rus,russian,35
1942,3.858471320228318e-09,Kievan Rus,russian,35
1943,1.1475204120259264e-09,Kievan Rus,russian,35
1944,3.545249427361341e-09,Kievan Rus,russian,35
1945,5.187589913191459e-09,Kievan Rus,russian,35
1946,3.777059998100185e-09,Kievan Rus,russian,35
1947,2.6456754564918583e-09,Kievan Rus,russian,35
1948,3.745644239216972e-09,Kievan Rus,russian,35
1949,7.999382489742857e-09,Kievan Rus,russian,35
1950,4.8013517606193545e-09,Kievan Rus,russian,35
1951,1.8952720282072733e-08,Kievan Rus,russian,35
1952,4.952425136650618e-09,Kievan Rus,russian,35
1953,6.537092644975928e-09,Kievan Rus,russian,35
1954,1.3616334726407331e-08,Kievan Rus,russian,35
1955,1.6349261500181456e-08,Kievan Rus,russian,35
1956,8.78689299099733e-09,Kievan Rus,russian,35
1957,7.091784937074408e-09,Kievan Rus,russian,35
1958,1.0279876505592256e-08,Kievan Rus,russian,35
1959,7.79346720491958e-09,Kievan Rus,russian,35
1960,8.645269389262467e-09,Kievan Rus,russian,35
1961,8.930645556404215e-09,Kievan Rus,russian,35
1962,1.0919642967621712e-08,Kievan Rus,russian,35
1963,1.7543568375799623e-08,Kievan Rus,russian,35
1964,1.0447672948998843e-08,Kievan Rus,russian,35
1965,8.89500206824323e-09,Kievan Rus,russian,35
1966,8.975379550690832e-09,Kievan Rus,russian,35
1967,1.5911151507452814e-08,Kievan Rus,russian,35
1968,1.1430247859323117e-08,Kievan Rus,russian,35
1969,5.890327781088445e-09,Kievan Rus,russian,35
1970,1.4277974358378742e-08,Kievan Rus,russian,35
1971,1.025317963865291e-08,Kievan Rus,russian,35
1972,8.838895837470773e-09,Kievan Rus,russian,35
1973,3.085393274204762e-08,Kievan Rus,russian,35
1974,7.916344024749833e-09,Kievan Rus,russian,35
1975,1.528387727489644e-08,Kievan Rus,russian,35
1976,3.1102025843665615e-08,Kievan Rus,russian,35
1977,2.0340989337341853e-08,Kievan Rus,russian,35
1978,1.3856493730202146e-08,Kievan Rus,russian,35
1979,9.474816486942927e-09,Kievan Rus,russian,35
1980,2.4364869233295394e-08,Kievan Rus,russian,35
1981,1.6207978958959757e-08,Kievan Rus,russian,35
1982,2.324685333121579e-08,Kievan Rus,russian,35
1983,1.7298644294783116e-08,Kievan Rus,russian,35
1984,2.2824529821718897e-08,Kievan Rus,russian,35
1985,2.1943916905797778e-08,Kievan Rus,russian,35
1986,1.6333004282387265e-08,Kievan Rus,russian,35
1987,3.6654306256878044e-08,Kievan Rus,russian,35
1988,7.276073432649355e-08,Kievan Rus,russian,35
1989,3.337805054570708e-08,Kievan Rus,russian,35
1990,3.857992325606574e-08,Kievan Rus,russian,35
1991,4.948540777149901e-08,Kievan Rus,russian,35
1992,4.130530939505661e-08,Kievan Rus,russian,35
1993,6.434063237747978e-08,Kievan Rus,russian,35
1994,4.277173459854566e-08,Kievan Rus,russian,35
1995,4.5137433346553735e-08,Kievan Rus,russian,35
1996,5.115720114190481e-08,Kievan Rus,russian,35
1997,5.5328708725710385e-08,Kievan Rus,russian,35
1998,4.922426555253878e-08,Kievan Rus,russian,35
1999,4.067672421115276e-08,Kievan Rus,russian,35
2000,4.6998888336702294e-08,Kievan Rus,russian,35
2001,4.14978664764476e-08,Kievan Rus,russian,35
2002,5.941927483377185e-08,Kievan Rus,russian,35
2003,4.0137422274710843e-08,Kievan Rus,russian,35
2004,4.179310408858328e-08,Kievan Rus,russian,35
2005,3.8772014931964804e-08,Kievan Rus,russian,35
2006,4.337035264256883e-08,Kievan Rus,russian,35
2007,5.4233865398600756e-08,Kievan Rus,russian,35
2008,4.0595878658677975e-08,Kievan Rus,russian,35
2009,4.281190868482554e-08,Kievan Rus,russian,35
2010,5.5744042271044236e-08,Kievan Rus,russian,35
2011,4.152317600869537e-08,Kievan Rus,russian,35
2012,3.04623242186608e-08,Kievan Rus,russian,35
2013,4.324732572058565e-08,Kievan Rus,russian,35
2014,4.1072137690889576e-08,Kievan Rus,russian,35
2015,8.807195683857572e-08,Kievan Rus,russian,35
2016,6.414332887061391e-08,Kievan Rus,russian,35
2017,5.313555462294062e-08,Kievan Rus,russian,35
2018,6.417772624445206e-08,Kievan Rus,russian,35
2019,5.8912284828238626e-08,Kievan Rus,russian,35
2020,4.063611314109039e-08,Kievan Rus,russian,35
2021,7.746228192218041e-08,Kievan Rus,russian,35
2022,5.701838645677526e-08,Kievan Rus,russian,35
1900,1.3566023304711905e-10,Kyivan Rus,ukrainian,35
1901,0.0,Kyivan Rus,ukrainian,35
1902,0.0,Kyivan Rus,ukrainian,35
1903,0.0,Kyivan Rus,ukrainian,35
1904,0.0,Kyivan Rus,ukrainian,35
1905,0.0,Kyivan Rus,ukrainian,35
1906,0.0,Kyivan Rus,ukrainian,35
1907,0.0,Kyivan Rus,ukrainian,35
1908,0.0,Kyivan Rus,ukrainian,35
1909,0.0,Kyivan Rus,ukrainian,35
1910,0.0,Kyivan Rus,ukrainian,35
1911,0.0,Kyivan Rus,ukrainian,35
1912,0.0,Kyivan Rus,ukrainian,35
1913,0.0,Kyivan Rus,ukrainian,35
1914,0.0,Kyivan Rus,ukrainian,35
1915,0.0,Kyivan Rus,ukrainian,35
1916,0.0,Kyivan Rus,ukrainian,35
1917,0.0,Kyivan Rus,ukrainian,35
1918,0.0,Kyivan Rus,ukrainian,35
1919,0.0,Kyivan Rus,ukrainian,35
1920,0.0,Kyivan Rus,ukrainian,35
1921,0.0,Kyivan Rus,ukrainian,35
1922,0.0,Kyivan Rus,ukrainian,35
1923,0.0,Kyivan Rus,ukrainian,35
1924,0.0,Kyivan Rus,ukrainian,35
1925,0.0,Kyivan Rus,ukrainian,35
1926,0.0,Kyivan Rus,ukrainian,35
1927,0.0,Kyivan Rus,ukrainian,35
1928,0.0,Kyivan Rus,ukrainian,35
1929,0.0,Kyivan Rus,ukrainian,35
1930,0.0,Kyivan Rus,ukrainian,35
1931,0.0,Kyivan Rus,ukrainian,35
1932,0.0,Kyivan Rus,ukrainian,35
1933,0.0,Kyivan Rus,ukrainian,35
1934,0.0,Kyivan Rus,ukrainian,35
1935,0.0,Kyivan Rus,ukrainian,35
1936,0.0,Kyivan Rus,ukrainian,35
1937,0.0,Kyivan Rus,ukrainian,35
1938,0.0,Kyivan Rus,ukrainian,35
1939,0.0,Kyivan Rus,ukrainian,35
1940,0.0,Kyivan Rus,ukrainian,35
1941,0.0,Kyivan Rus,ukrainian,35
