year,frequency,term,variant,pair_id
1900,0.0,Oleksandr Usyk,ukrainian,60
1901,0.0,Oleksandr Usyk,ukrainian,60
1902,0.0,Oleksandr Usyk,ukrainian,60
1903,0.0,Oleksandr Usyk,ukrainian,60
1904,0.0,Oleksandr Usyk,ukrainian,60
1905,0.0,Oleksandr Usyk,ukrainian,60
1906,0.0,Oleksandr Usyk,ukrainian,60
1907,0.0,Oleksandr Usyk,ukrainian,60
1908,0.0,Oleksandr Usyk,ukrainian,60
1909,0.0,Oleksandr Usyk,ukrainian,60
1910,0.0,Oleksandr Usyk,ukrainian,60
1911,0.0,Oleksandr Usyk,ukrainian,60
1912,0.0,Oleksandr Usyk,ukrainian,60
1913,0.0,Oleksandr Usyk,ukrainian,60
1914,0.0,Oleksandr Usyk,ukrainian,60
1915,0.0,Oleksandr Usyk,ukrainian,60
1916,0.0,Oleksandr Usyk,ukrainian,60
1917,0.0,Oleksandr Usyk,ukrainian,60
1918,0.0,Oleksandr Usyk,ukrainian,60
1919,0.0,Oleksandr Usyk,ukrainian,60
1920,0.0,Oleksandr Usyk,ukrainian,60
1921,0.0,Oleksandr Usyk,ukrainian,60
1922,0.0,Oleksandr Usyk,ukrainian,60
1923,0.0,Oleksandr Usyk,ukrainian,60
1924,0.0,Oleksandr Usyk,ukrainian,60
1925,0.0,Oleksandr Usyk,ukrainian,60
1926,0.0,Oleksandr Usyk,ukrainian,60
1927,0.0,Oleksandr Usyk,ukrainian,60
1928,0.0,Oleksandr Usyk,ukrainian,60
1929,0.0,Oleksandr Usyk,ukrainian,60
1930,0.0,Oleksandr Usyk,ukrainian,60
1931,0.0,Oleksandr Usyk,ukrainian,60
1932,0.0,Oleksandr Usyk,ukrainian,60
1933,0.0,Oleksandr Usyk,ukrainian,60
1934,0.0,Oleksandr Usyk,ukrainian,60
1935,0.0,Oleksandr Usyk,ukrainian,60
1936,0.0,Oleksandr Usyk,ukrainian,60
1937,0.0,Oleksandr Usyk,ukrainian,60
1938,0.0,Oleksandr Usyk,ukrainian,60
1939,0.0,Oleksandr Usyk,ukrainian,60
1940,0.0,Oleksandr Usyk,ukrainian,60
1941,0.0,Oleksandr Usyk,ukrainian,60
1942,0.0,Oleksandr Usyk,ukrainian,60
1943,0.0,Oleksandr Usyk,ukrainian,60
1944,0.0,Oleksandr Usyk,ukrainian,60
1945,0.0,Oleksandr Usyk,ukrainian,60
1946,0.0,Oleksandr Usyk,ukrainian,60
