year,frequency,term,variant,pair_id
1900,0.0,Kiev Pechersk Lavra,russian,24
1901,0.0,Kiev Pechersk Lavra,russian,24
1902,0.0,Kiev Pechersk Lavra,russian,24
1903,0.0,Kiev Pechersk Lavra,russian,24
1904,0.0,Kiev Pechersk Lavra,russian,24
1905,0.0,Kiev Pechersk Lavra,russian,24
1906,0.0,Kiev Pechersk Lavra,russian,24
1907,0.0,Kiev Pechersk Lavra,russian,24
1908,0.0,Kiev Pechersk Lavra,russian,24
1909,0.0,Kiev Pechersk Lavra,russian,24
1910,0.0,Kiev Pechersk Lavra,russian,24
1911,0.0,Kiev Pechersk Lavra,russian,24
1912,0.0,Kiev Pechersk Lavra,russian,24
1913,0.0,Kiev Pechersk Lavra,russian,24
1914,0.0,Kiev Pechersk Lavra,russian,24
1915,0.0,Kiev Pechersk Lavra,russian,24
1916,0.0,Kiev Pechersk Lavra,russian,24
1917,0.0,Kiev Pechersk Lavra,russian,24
1918,0.0,Kiev Pechersk Lavra,russian,24
1919,0.0,Kiev Pechersk Lavra,russian,24
1920,0.0,Kiev Pechersk Lavra,russian,24
1921,0.0,Kiev Pechersk Lavra,russian,24
1922,0.0,Kiev Pechersk Lavra,russian,24
1923,0.0,Kiev Pechersk Lavra,russian,24
1924,0.0,Kiev Pechersk Lavra,russian,24
1925,0.0,Kiev Pechersk Lavra,russian,24
1926,0.0,Kiev Pechersk Lavra,russian,24
1927,0.0,Kiev Pechersk Lavra,russian,24
1928,0.0,Kiev Pechersk Lavra,russian,24
1929,0.0,Kiev Pechersk Lavra,russian,24
1930,0.0,Kiev Pechersk Lavra,russian,24
1931,0.0,Kiev Pechersk Lavra,russian,24
1932,0.0,Kiev Pechersk Lavra,russian,24
1933,0.0,Kiev Pechersk Lavra,russian,24
1934,0.0,Kiev Pechersk Lavra,russian,24
1935,0.0,Kiev Pechersk Lavra,russian,24
1936,0.0,Kiev Pechersk Lavra,russian,24
1937,0.0,Kiev Pechersk Lavra,russian,24
1938,0.0,Kiev Pechersk Lavra,russian,24
1939,0.0,Kiev Pechersk Lavra,russian,24
1940,0.0,Kiev Pechersk Lavra,russian,24
1941,0.0,Kiev Pechersk Lavra,russian,24
1942,0.0,Kiev Pechersk Lavra,russian,24
1943,0.0,Kiev Pechersk Lavra,russian,24
1944,0.0,Kiev Pechersk Lavra,russian,24
1945,0.0,Kiev Pechersk Lavra,russian,24
1946,0.0,Kiev Pechersk Lavra,russian,24
1947,0.0,Kiev Pechersk Lavra,russian,24
1948,0.0,Kiev Pechersk Lavra,russian,24
1949,0.0,Kiev Pechersk Lavra,russian,24
1950,0.0,Kiev Pechersk Lavra,russian,24
1951,0.0,Kiev Pechersk Lavra,russian,24
1952,0.0,Kiev Pechersk Lavra,russian,24
1953,0.0,Kiev Pechersk Lavra,russian,24
1954,0.0,Kiev Pechersk Lavra,russian,24
1955,0.0,Kiev Pechersk Lavra,russian,24
1956,0.0,Kiev Pechersk Lavra,russian,24
1957,0.0,Kiev Pechersk Lavra,russian,24
1958,0.0,Kiev Pechersk Lavra,russian,24
1959,0.0,Kiev Pechersk Lavra,russian,24
1960,6.487801962329343e-10,Kiev Pechersk Lavra,russian,24
1961,0.0,Kiev Pechersk Lavra,russian,24
1962,0.0,Kiev Pechersk Lavra,russian,24
1963,0.0,Kiev Pechersk Lavra,russian,24
1964,0.0,Kiev Pechersk Lavra,russian,24
1965,0.0,Kiev Pechersk Lavra,russian,24
1966,0.0,Kiev Pechersk Lavra,russian,24
1967,0.0,Kiev Pechersk Lavra,russian,24
1968,0.0,Kiev Pechersk Lavra,russian,24
1969,1.2921240466479134e-10,Kiev Pechersk Lavra,russian,24
1970,0.0,Kiev Pechersk Lavra,russian,24
1971,0.0,Kiev Pechersk Lavra,russian,24
1972,0.0,Kiev Pechersk Lavra,russian,24
1973,0.0,Kiev Pechersk Lavra,russian,24
1974,1.2688333717036926e-10,Kiev Pechersk Lavra,russian,24
1975,0.0,Kiev Pechersk Lavra,russian,24
1976,5.880838177541037e-11,Kiev Pechersk Lavra,russian,24
1977,0.0,Kiev Pechersk Lavra,russian,24
1978,0.0,Kiev Pechersk Lavra,russian,24
1979,0.0,Kiev Pechersk Lavra,russian,24
1980,5.7702322087127556e-11,Kiev Pechersk Lavra,russian,24
1981,0.0,Kiev Pechersk Lavra,russian,24
1982,0.0,Kiev Pechersk Lavra,russian,24
1983,0.0,Kiev Pechersk Lavra,russian,24
1984,0.0,Kiev Pechersk Lavra,russian,24
1985,5.446655279572887e-11,Kiev Pechersk Lavra,russian,24
1986,5.4381256442415093e-11,Kiev Pechersk Lavra,russian,24
1987,0.0,Kiev Pechersk Lavra,russian,24
1988,2.679199917476893e-10,Kiev Pechersk Lavra,russian,24
1989,1.0092741919986992e-10,Kiev Pechersk Lavra,russian,24
1990,0.0,Kiev Pechersk Lavra,russian,24
1991,0.0,Kiev Pechersk Lavra,russian,24
1992,0.0,Kiev Pechersk Lavra,russian,24
1993,0.0,Kiev Pechersk Lavra,russian,24
1994,0.0,Kiev Pechersk Lavra,russian,24
1995,0.0,Kiev Pechersk Lavra,russian,24
1996,0.0,Kiev Pechersk Lavra,russian,24
1997,0.0,Kiev Pechersk Lavra,russian,24
1998,0.0,Kiev Pechersk Lavra,russian,24
1999,0.0,Kiev Pechersk Lavra,russian,24
2000,0.0,Kiev Pechersk Lavra,russian,24
2001,0.0,Kiev Pechersk Lavra,russian,24
2002,0.0,Kiev Pechersk Lavra,russian,24
2003,0.0,Kiev Pechersk Lavra,russian,24
2004,0.0,Kiev Pechersk Lavra,russian,24
2005,0.0,Kiev Pechersk Lavra,russian,24
2006,0.0,Kiev Pechersk Lavra,russian,24
2007,3.291555361606413e-10,Kiev Pechersk Lavra,russian,24
2008,9.744303280934119e-11,Kiev Pechersk Lavra,russian,24
2009,1.0392404298231739e-10,Kiev Pechersk Lavra,russian,24
2010,2.582806468698351e-10,Kiev Pechersk Lavra,russian,24
2011,4.0490272246174186e-10,Kiev Pechersk Lavra,russian,24
2012,4.4476378135982486e-10,Kiev Pechersk Lavra,russian,24
2013,7.213413200091168e-11,Kiev Pechersk Lavra,russian,24
2014,4.1946557338690127e-10,Kiev Pechersk Lavra,russian,24
2015,1.9324154776345637e-10,Kiev Pechersk Lavra,russian,24
2016,4.664503228113404e-10,Kiev Pechersk Lavra,russian,24
2017,2.695459966339797e-10,Kiev Pechersk Lavra,russian,24
2018,7.89097009956663e-10,Kiev Pechersk Lavra,russian,24
2019,3.958446070928545e-10,Kiev Pechersk Lavra,russian,24
2020,3.108094892567692e-10,Kiev Pechersk Lavra,russian,24
2021,8.319318567373557e-10,Kiev Pechersk Lavra,russian,24
2022,4.5331530196257575e-10,Kiev Pechersk Lavra,russian,24
1900,0.0,Kyiv Pechersk Lavra,ukrainian,24
1901,0.0,Kyiv Pechersk Lavra,ukrainian,24
1902,0.0,Kyiv Pechersk Lavra,ukrainian,24
1903,0.0,Kyiv Pechersk Lavra,ukrainian,24
1904,0.0,Kyiv Pechersk Lavra,ukrainian,24
1905,0.0,Kyiv Pechersk Lavra,ukrainian,24
1906,0.0,Kyiv Pechersk Lavra,ukrainian,24
1907,0.0,Kyiv Pechersk Lavra,ukrainian,24
1908,0.0,Kyiv Pechersk Lavra,ukrainian,24
1909,0.0,Kyiv Pechersk Lavra,ukrainian,24
1910,0.0,Kyiv Pechersk Lavra,ukrainian,24
1911,0.0,Kyiv Pechersk Lavra,ukrainian,24
1912,0.0,Kyiv Pechersk Lavra,ukrainian,24
1913,0.0,Kyiv Pechersk Lavra,ukrainian,24
1914,0.0,Kyiv Pechersk Lavra,ukrainian,24
1915,0.0,Kyiv Pechersk Lavra,ukrainian,24
1916,0.0,Kyiv Pechersk Lavra,ukrainian,24
1917,0.0,Kyiv Pechersk Lavra,ukrainian,24
1918,0.0,Kyiv Pechersk Lavra,ukrainian,24
1919,0.0,Kyiv Pechersk Lavra,ukrainian,24
1920,0.0,Kyiv Pechersk Lavra,ukrainian,24
1921,0.0,Kyiv Pechersk Lavra,ukrainian,24
1922,0.0,Kyiv Pechersk Lavra,ukrainian,24
1923,0.0,Kyiv Pechersk Lavra,ukrainian,24
1924,0.0,Kyiv Pechersk Lavra,ukrainian,24
1925,0.0,Kyiv Pechersk Lavra,ukrainian,24
1926,0.0,Kyiv Pechersk Lavra,ukrainian,24
1927,0.0,Kyiv Pechersk Lavra,ukrainian,24
1928,0.0,Kyiv Pechersk Lavra,ukrainian,24
1929,0.0,Kyiv Pechersk Lavra,ukrainian,24
1930,0.0,Kyiv Pechersk Lavra,ukrainian,24
1931,0.0,Kyiv Pechersk Lavra,ukrainian,24
1932,0.0,Kyiv Pechersk Lavra,ukrainian,24
1933,0.0,Kyiv Pechersk Lavra,ukrainian,24
1934,0.0,Kyiv Pechersk Lavra,ukrainian,24
1935,0.0,Kyiv Pechersk Lavra,ukrainian,24
1936,0.0,Kyiv Pechersk Lavra,ukrainian,24
1937,0.0,Kyiv Pechersk Lavra,ukrainian,24
1938,0.0,Kyiv Pechersk Lavra,ukrainian,24
1939,0.0,Kyiv Pechersk Lavra,ukrainian,24
1940,0.0,Kyiv Pechersk Lavra,ukrainian,24
1941,0.0,Kyiv Pechersk Lavra,ukrainian,24
1942,0.0,Kyiv Pechersk Lavra,ukrainian,24
