date,article,views,label,variant,pair_id
2015-07-01,Kievan_Rus%27,34386,Kievan Rus',russian,35
2015-08-01,Kievan_Rus%27,27465,Kievan Rus',russian,35
2015-09-01,Kievan_Rus%27,28363,Kievan Rus',russian,35
2015-10-01,Kievan_Rus%27,36834,Kievan Rus',russian,35
2015-11-01,Kievan_Rus%27,37858,Kievan Rus',russian,35
2015-12-01,Kievan_Rus%27,36541,Kievan Rus',russian,35
2016-01-01,Kievan_Rus%27,36502,Kievan Rus',russian,35
2016-02-01,Kievan_Rus%27,35814,Kievan Rus',russian,35
2016-03-01,Kievan_Rus%27,35237,Kievan Rus',russian,35
2016-04-01,Kievan_Rus%27,38444,Kievan Rus',russian,35
2016-05-01,Kievan_Rus%27,40277,Kievan Rus',russian,35
2016-06-01,Kievan_Rus%27,33697,Kievan Rus',russian,35
2016-07-01,Kievan_Rus%27,34840,Kievan Rus',russian,35
2016-08-01,Kievan_Rus%27,34223,Kievan Rus',russian,35
2016-09-01,Kievan_Rus%27,34617,Kievan Rus',russian,35
2016-10-01,Kievan_Rus%27,40909,Kievan Rus',russian,35
2016-11-01,Kievan_Rus%27,45192,Kievan Rus',russian,35
2016-12-01,Kievan_Rus%27,43903,Kievan Rus',russian,35
2017-01-01,Kievan_Rus%27,47156,Kievan Rus',russian,35
2017-02-01,Kievan_Rus%27,39278,Kievan Rus',russian,35
2017-03-01,Kievan_Rus%27,41808,Kievan Rus',russian,35
2017-04-01,Kievan_Rus%27,36927,Kievan Rus',russian,35
2017-05-01,Kievan_Rus%27,44010,Kievan Rus',russian,35
2017-06-01,Kievan_Rus%27,35864,Kievan Rus',russian,35
2017-07-01,Kievan_Rus%27,33927,Kievan Rus',russian,35
2017-08-01,Kievan_Rus%27,33785,Kievan Rus',russian,35
2017-09-01,Kievan_Rus%27,35088,Kievan Rus',russian,35
2017-10-01,Kievan_Rus%27,40515,Kievan Rus',russian,35
2017-11-01,Kievan_Rus%27,42250,Kievan Rus',russian,35
2017-12-01,Kievan_Rus%27,45306,Kievan Rus',russian,35
2018-01-01,Kievan_Rus%27,45299,Kievan Rus',russian,35
2018-02-01,Kievan_Rus%27,40418,Kievan Rus',russian,35
2018-03-01,Kievan_Rus%27,43512,Kievan Rus',russian,35
2018-04-01,Kievan_Rus%27,39624,Kievan Rus',russian,35
2018-05-01,Kievan_Rus%27,42032,Kievan Rus',russian,35
2018-06-01,Kievan_Rus%27,36207,Kievan Rus',russian,35
2018-07-01,Kievan_Rus%27,39312,Kievan Rus',russian,35
2018-08-01,Kievan_Rus%27,34785,Kievan Rus',russian,35
2018-09-01,Kievan_Rus%27,34104,Kievan Rus',russian,35
