date,article,views,label,variant,pair_id
2015-07-01,Chicken_Kiev,13482,Chicken Kiev,russian,21
2015-08-01,Chicken_Kiev,13591,Chicken Kiev,russian,21
2015-09-01,Chicken_Kiev,15767,Chicken Kiev,russian,21
2015-10-01,Chicken_Kiev,14770,Chicken Kiev,russian,21
2015-11-01,Chicken_Kiev,14572,Chicken Kiev,russian,21
2015-12-01,Chicken_Kiev,16623,Chicken Kiev,russian,21
2016-01-01,Chicken_Kiev,16360,Chicken Kiev,russian,21
2016-02-01,Chicken_Kiev,15815,Chicken Kiev,russian,21
2016-03-01,Chicken_Kiev,13848,Chicken Kiev,russian,21
2016-04-01,Chicken_Kiev,12297,Chicken Kiev,russian,21
2016-05-01,Chicken_Kiev,13066,Chicken Kiev,russian,21
2016-06-01,Chicken_Kiev,16633,Chicken Kiev,russian,21
2016-07-01,Chicken_Kiev,12732,Chicken Kiev,russian,21
2016-08-01,Chicken_Kiev,16210,Chicken Kiev,russian,21
2016-09-01,Chicken_Kiev,15507,Chicken Kiev,russian,21
2016-10-01,Chicken_Kiev,15677,Chicken Kiev,russian,21
2016-11-01,Chicken_Kiev,15063,Chicken Kiev,russian,21
2016-12-01,Chicken_Kiev,15824,Chicken Kiev,russian,21
2017-01-01,Chicken_Kiev,15754,Chicken Kiev,russian,21
2017-02-01,Chicken_Kiev,15264,Chicken Kiev,russian,21
2017-03-01,Chicken_Kiev,16669,Chicken Kiev,russian,21
2017-04-01,Chicken_Kiev,16024,Chicken Kiev,russian,21
2017-05-01,Chicken_Kiev,18311,Chicken Kiev,russian,21
2017-06-01,Chicken_Kiev,14468,Chicken Kiev,russian,21
2017-07-01,Chicken_Kiev,14267,Chicken Kiev,russian,21
2017-08-01,Chicken_Kiev,14299,Chicken Kiev,russian,21
2017-09-01,Chicken_Kiev,14120,Chicken Kiev,russian,21
2017-10-01,Chicken_Kiev,14834,Chicken Kiev,russian,21
2017-11-01,Chicken_Kiev,13668,Chicken Kiev,russian,21
2017-12-01,Chicken_Kiev,13389,Chicken Kiev,russian,21
2018-01-01,Chicken_Kiev,16009,Chicken Kiev,russian,21
2018-02-01,Chicken_Kiev,14516,Chicken Kiev,russian,21
2018-03-01,Chicken_Kiev,16114,Chicken Kiev,russian,21
2018-04-01,Chicken_Kiev,16500,Chicken Kiev,russian,21
2018-05-01,Chicken_Kiev,19038,Chicken Kiev,russian,21
2018-06-01,Chicken_Kiev,14672,Chicken Kiev,russian,21
2018-07-01,Chicken_Kiev,16948,Chicken Kiev,russian,21
2018-08-01,Chicken_Kiev,16119,Chicken Kiev,russian,21
2018-09-01,Chicken_Kiev,13145,Chicken Kiev,russian,21
2018-10-01,Chicken_Kiev,13175,Chicken Kiev,russian,21
2018-11-01,Chicken_Kiev,13333,Chicken Kiev,russian,21
2018-12-01,Chicken_Kiev,13440,Chicken Kiev,russian,21
2019-01-01,Chicken_Kiev,12528,Chicken Kiev,russian,21
2019-02-01,Chicken_Kiev,11441,Chicken Kiev,russian,21
2019-03-01,Chicken_Kiev,16474,Chicken Kiev,russian,21
2019-04-01,Chicken_Kiev,12739,Chicken Kiev,russian,21
2019-05-01,Chicken_Kiev,20157,Chicken Kiev,russian,21
2019-06-01,Chicken_Kiev,12297,Chicken Kiev,russian,21
2019-07-01,Chicken_Kiev,12597,Chicken Kiev,russian,21
2019-08-01,Chicken_Kiev,14123,Chicken Kiev,russian,21
2019-09-01,Chicken_Kiev,14275,Chicken Kiev,russian,21
2019-10-01,Chicken_Kiev,15132,Chicken Kiev,russian,21
2019-11-01,Chicken_Kiev,15579,Chicken Kiev,russian,21
2019-12-01,Chicken_Kiev,11955,Chicken Kiev,russian,21
2020-01-01,Chicken_Kiev,13996,Chicken Kiev,russian,21
2020-02-01,Chicken_Kiev,11731,Chicken Kiev,russian,21
2020-03-01,Chicken_Kiev,12642,Chicken Kiev,russian,21
2020-04-01,Chicken_Kiev,16729,Chicken Kiev,russian,21
2020-05-01,Chicken_Kiev,15514,Chicken Kiev,russian,21
2020-06-01,Chicken_Kiev,12269,Chicken Kiev,russian,21
