date,article,views,label,variant,pair_id
2015-07-01,Ukraine,230670,Ukraine (no article),russian,27
2015-08-01,Ukraine,206003,Ukraine (no article),russian,27
2015-09-01,Ukraine,210466,Ukraine (no article),russian,27
2015-10-01,Ukraine,247252,Ukraine (no article),russian,27
2015-11-01,Ukraine,227286,Ukraine (no article),russian,27
2015-12-01,Ukraine,211840,Ukraine (no article),russian,27
2016-01-01,Ukraine,219006,Ukraine (no article),russian,27
2016-02-01,Ukraine,390282,Ukraine (no article),russian,27
2016-03-01,Ukraine,212510,Ukraine (no article),russian,27
2016-04-01,Ukraine,317574,Ukraine (no article),russian,27
2016-05-01,Ukraine,283667,Ukraine (no article),russian,27
2016-06-01,Ukraine,244175,Ukraine (no article),russian,27
2016-07-01,Ukraine,198281,Ukraine (no article),russian,27
2016-08-01,Ukraine,234434,Ukraine (no article),russian,27
2016-09-01,Ukraine,206687,Ukraine (no article),russian,27
2016-10-01,Ukraine,212257,Ukraine (no article),russian,27
2016-11-01,Ukraine,221589,Ukraine (no article),russian,27
2016-12-01,Ukraine,240600,Ukraine (no article),russian,27
2017-01-01,Ukraine,261205,Ukraine (no article),russian,27
2017-02-01,Ukraine,250929,Ukraine (no article),russian,27
2017-03-01,Ukraine,246245,Ukraine (no article),russian,27
2017-04-01,Ukraine,226376,Ukraine (no article),russian,27
2017-05-01,Ukraine,253092,Ukraine (no article),russian,27
2017-06-01,Ukraine,220145,Ukraine (no article),russian,27
2017-07-01,Ukraine,221639,Ukraine (no article),russian,27
2017-08-01,Ukraine,215743,Ukraine (no article),russian,27
2017-09-01,Ukraine,220169,Ukraine (no article),russian,27
2017-10-01,Ukraine,230797,Ukraine (no article),russian,27
2017-11-01,Ukraine,207301,Ukraine (no article),russian,27
2017-12-01,Ukraine,203913,Ukraine (no article),russian,27
2018-01-01,Ukraine,214494,Ukraine (no article),russian,27
2018-02-01,Ukraine,208195,Ukraine (no article),russian,27
2018-03-01,Ukraine,246645,Ukraine (no article),russian,27
2018-04-01,Ukraine,228629,Ukraine (no article),russian,27
2018-05-01,Ukraine,259346,Ukraine (no article),russian,27
2018-06-01,Ukraine,225432,Ukraine (no article),russian,27
2018-07-01,Ukraine,269427,Ukraine (no article),russian,27
2018-08-01,Ukraine,218533,Ukraine (no article),russian,27
2018-09-01,Ukraine,210820,Ukraine (no article),russian,27
2018-10-01,Ukraine,219356,Ukraine (no article),russian,27
2018-11-01,Ukraine,302857,Ukraine (no article),russian,27
2018-12-01,Ukraine,248515,Ukraine (no article),russian,27
2019-01-01,Ukraine,242327,Ukraine (no article),russian,27
2019-02-01,Ukraine,225329,Ukraine (no article),russian,27
2019-03-01,Ukraine,244819,Ukraine (no article),russian,27
2019-04-01,Ukraine,326562,Ukraine (no article),russian,27
2019-05-01,Ukraine,262415,Ukraine (no article),russian,27
2019-06-01,Ukraine,278942,Ukraine (no article),russian,27
2019-07-01,Ukraine,246624,Ukraine (no article),russian,27
2019-08-01,Ukraine,244488,Ukraine (no article),russian,27
2019-09-01,Ukraine,320373,Ukraine (no article),russian,27
2019-10-01,Ukraine,305501,Ukraine (no article),russian,27
2019-11-01,Ukraine,342812,Ukraine (no article),russian,27
2019-12-01,Ukraine,246994,Ukraine (no article),russian,27
2020-01-01,Ukraine,353748,Ukraine (no article),russian,27
2020-02-01,Ukraine,211943,Ukraine (no article),russian,27
2020-03-01,Ukraine,262364,Ukraine (no article),russian,27
2020-04-01,Ukraine,244259,Ukraine (no article),russian,27
2020-05-01,Ukraine,240272,Ukraine (no article),russian,27
2020-06-01,Ukraine,206635,Ukraine (no article),russian,27
2020-07-01,Ukraine,212338,Ukraine (no article),russian,27
2020-08-01,Ukraine,237804,Ukraine (no article),russian,27
2020-09-01,Ukraine,205094,Ukraine (no article),russian,27
2020-10-01,Ukraine,231303,Ukraine (no article),russian,27
2020-11-01,Ukraine,215224,Ukraine (no article),russian,27
2020-12-01,Ukraine,221182,Ukraine (no article),russian,27
2021-01-01,Ukraine,240683,Ukraine (no article),russian,27
2021-02-01,Ukraine,216791,Ukraine (no article),russian,27
2021-03-01,Ukraine,263397,Ukraine (no article),russian,27
2021-04-01,Ukraine,423823,Ukraine (no article),russian,27
2021-05-01,Ukraine,298606,Ukraine (no article),russian,27
2021-06-01,Ukraine,373459,Ukraine (no article),russian,27
2021-07-01,Ukraine,357223,Ukraine (no article),russian,27
2021-08-01,Ukraine,419666,Ukraine (no article),russian,27
2021-09-01,Ukraine,416274,Ukraine (no article),russian,27
2021-10-01,Ukraine,331690,Ukraine (no article),russian,27
2021-11-01,Ukraine,327864,Ukraine (no article),russian,27
