date,article,views,label,variant,pair_id
2015-07-01,Bohdan_Khmelnytsky,5118,Bohdan Khmelnytsky,russian,86
2015-08-01,Bohdan_Khmelnytsky,5547,Bohdan Khmelnytsky,russian,86
2015-09-01,Bohdan_Khmelnytsky,5226,Bohdan Khmelnytsky,russian,86
2015-10-01,Bohdan_Khmelnytsky,6100,Bohdan Khmelnytsky,russian,86
2015-11-01,Bohdan_Khmelnytsky,5695,Bohdan Khmelnytsky,russian,86
2015-12-01,Bohdan_Khmelnytsky,5853,Bohdan Khmelnytsky,russian,86
2016-01-01,Bohdan_Khmelnytsky,5858,Bohdan Khmelnytsky,russian,86
2016-02-01,Bohdan_Khmelnytsky,5765,Bohdan Khmelnytsky,russian,86
2016-03-01,Bohdan_Khmelnytsky,5760,Bohdan Khmelnytsky,russian,86
2016-04-01,Bohdan_Khmelnytsky,6988,Bohdan Khmelnytsky,russian,86
2016-05-01,Bohdan_Khmelnytsky,6333,Bohdan Khmelnytsky,russian,86
2016-06-01,Bohdan_Khmelnytsky,6715,Bohdan Khmelnytsky,russian,86
2016-07-01,Bohdan_Khmelnytsky,5690,Bohdan Khmelnytsky,russian,86
2016-08-01,Bohdan_Khmelnytsky,6039,Bohdan Khmelnytsky,russian,86
2016-09-01,Bohdan_Khmelnytsky,5804,Bohdan Khmelnytsky,russian,86
2016-10-01,Bohdan_Khmelnytsky,6384,Bohdan Khmelnytsky,russian,86
2016-11-01,Bohdan_Khmelnytsky,6475,Bohdan Khmelnytsky,russian,86
2016-12-01,Bohdan_Khmelnytsky,6554,Bohdan Khmelnytsky,russian,86
2017-01-01,Bohdan_Khmelnytsky,7765,Bohdan Khmelnytsky,russian,86
2017-02-01,Bohdan_Khmelnytsky,6903,Bohdan Khmelnytsky,russian,86
2017-03-01,Bohdan_Khmelnytsky,7344,Bohdan Khmelnytsky,russian,86
2017-04-01,Bohdan_Khmelnytsky,6846,Bohdan Khmelnytsky,russian,86
2017-05-01,Bohdan_Khmelnytsky,6714,Bohdan Khmelnytsky,russian,86
2017-06-01,Bohdan_Khmelnytsky,5848,Bohdan Khmelnytsky,russian,86
2017-07-01,Bohdan_Khmelnytsky,8175,Bohdan Khmelnytsky,russian,86
2017-08-01,Bohdan_Khmelnytsky,6857,Bohdan Khmelnytsky,russian,86
2017-09-01,Bohdan_Khmelnytsky,5909,Bohdan Khmelnytsky,russian,86
2017-10-01,Bohdan_Khmelnytsky,6639,Bohdan Khmelnytsky,russian,86
2017-11-01,Bohdan_Khmelnytsky,6472,Bohdan Khmelnytsky,russian,86
2017-12-01,Bohdan_Khmelnytsky,6842,Bohdan Khmelnytsky,russian,86
2018-01-01,Bohdan_Khmelnytsky,6680,Bohdan Khmelnytsky,russian,86
2018-02-01,Bohdan_Khmelnytsky,6550,Bohdan Khmelnytsky,russian,86
2018-03-01,Bohdan_Khmelnytsky,6862,Bohdan Khmelnytsky,russian,86
2018-04-01,Bohdan_Khmelnytsky,6159,Bohdan Khmelnytsky,russian,86
2018-05-01,Bohdan_Khmelnytsky,7603,Bohdan Khmelnytsky,russian,86
2018-06-01,Bohdan_Khmelnytsky,5930,Bohdan Khmelnytsky,russian,86
2018-07-01,Bohdan_Khmelnytsky,6303,Bohdan Khmelnytsky,russian,86
2018-08-01,Bohdan_Khmelnytsky,5826,Bohdan Khmelnytsky,russian,86
2018-09-01,Bohdan_Khmelnytsky,5613,Bohdan Khmelnytsky,russian,86
2018-10-01,Bohdan_Khmelnytsky,5878,Bohdan Khmelnytsky,russian,86
2018-11-01,Bohdan_Khmelnytsky,6122,Bohdan Khmelnytsky,russian,86
2018-12-01,Bohdan_Khmelnytsky,6279,Bohdan Khmelnytsky,russian,86
2019-01-01,Bohdan_Khmelnytsky,6745,Bohdan Khmelnytsky,russian,86
2019-02-01,Bohdan_Khmelnytsky,5911,Bohdan Khmelnytsky,russian,86
2019-03-01,Bohdan_Khmelnytsky,6251,Bohdan Khmelnytsky,russian,86
2019-04-01,Bohdan_Khmelnytsky,6265,Bohdan Khmelnytsky,russian,86
2019-05-01,Bohdan_Khmelnytsky,5971,Bohdan Khmelnytsky,russian,86
2019-06-01,Bohdan_Khmelnytsky,5764,Bohdan Khmelnytsky,russian,86
2019-07-01,Bohdan_Khmelnytsky,6293,Bohdan Khmelnytsky,russian,86
2019-08-01,Bohdan_Khmelnytsky,6031,Bohdan Khmelnytsky,russian,86
2019-09-01,Bohdan_Khmelnytsky,5655,Bohdan Khmelnytsky,russian,86
2019-10-01,Bohdan_Khmelnytsky,6450,Bohdan Khmelnytsky,russian,86
2019-11-01,Bohdan_Khmelnytsky,5906,Bohdan Khmelnytsky,russian,86
2019-12-01,Bohdan_Khmelnytsky,6148,Bohdan Khmelnytsky,russian,86
2020-01-01,Bohdan_Khmelnytsky,5910,Bohdan Khmelnytsky,russian,86
