date,article,views,label,variant,pair_id
2015-07-01,Andriy_Shevchenko,43809,Andriy Shevchenko,russian,62
2015-08-01,Andriy_Shevchenko,38870,Andriy Shevchenko,russian,62
2015-09-01,Andriy_Shevchenko,46429,Andriy Shevchenko,russian,62
2015-10-01,Andriy_Shevchenko,46123,Andriy Shevchenko,russian,62
2015-11-01,Andriy_Shevchenko,49440,Andriy Shevchenko,russian,62
2015-12-01,Andriy_Shevchenko,43969,Andriy Shevchenko,russian,62
2016-01-01,Andriy_Shevchenko,41263,Andriy Shevchenko,russian,62
2016-02-01,Andriy_Shevchenko,46350,Andriy Shevchenko,russian,62
2016-03-01,Andriy_Shevchenko,42255,Andriy Shevchenko,russian,62
2016-04-01,Andriy_Shevchenko,43163,Andriy Shevchenko,russian,62
2016-05-01,Andriy_Shevchenko,45936,Andriy Shevchenko,russian,62
2016-06-01,Andriy_Shevchenko,126537,Andriy Shevchenko,russian,62
2016-07-01,Andriy_Shevchenko,53676,Andriy Shevchenko,russian,62
2016-08-01,Andriy_Shevchenko,29686,Andriy Shevchenko,russian,62
2016-09-01,Andriy_Shevchenko,45762,Andriy Shevchenko,russian,62
2016-10-01,Andriy_Shevchenko,39122,Andriy Shevchenko,russian,62
2016-11-01,Andriy_Shevchenko,34987,Andriy Shevchenko,russian,62
2016-12-01,Andriy_Shevchenko,39097,Andriy Shevchenko,russian,62
2017-01-01,Andriy_Shevchenko,37238,Andriy Shevchenko,russian,62
2017-02-01,Andriy_Shevchenko,33900,Andriy Shevchenko,russian,62
2017-03-01,Andriy_Shevchenko,44191,Andriy Shevchenko,russian,62
2017-04-01,Andriy_Shevchenko,38542,Andriy Shevchenko,russian,62
2017-05-01,Andriy_Shevchenko,41875,Andriy Shevchenko,russian,62
2017-06-01,Andriy_Shevchenko,42247,Andriy Shevchenko,russian,62
2017-07-01,Andriy_Shevchenko,38896,Andriy Shevchenko,russian,62
2017-08-01,Andriy_Shevchenko,45637,Andriy Shevchenko,russian,62
2017-09-01,Andriy_Shevchenko,48654,Andriy Shevchenko,russian,62
2017-10-01,Andriy_Shevchenko,48285,Andriy Shevchenko,russian,62
2017-11-01,Andriy_Shevchenko,34161,Andriy Shevchenko,russian,62
2017-12-01,Andriy_Shevchenko,39023,Andriy Shevchenko,russian,62
2018-01-01,Andriy_Shevchenko,36846,Andriy Shevchenko,russian,62
2018-02-01,Andriy_Shevchenko,40968,Andriy Shevchenko,russian,62
2018-03-01,Andriy_Shevchenko,52173,Andriy Shevchenko,russian,62
2018-04-01,Andriy_Shevchenko,50810,Andriy Shevchenko,russian,62
2018-05-01,Andriy_Shevchenko,74203,Andriy Shevchenko,russian,62
2018-06-01,Andriy_Shevchenko,52912,Andriy Shevchenko,russian,62
2018-07-01,Andriy_Shevchenko,61166,Andriy Shevchenko,russian,62
2018-08-01,Andriy_Shevchenko,37031,Andriy Shevchenko,russian,62
2018-09-01,Andriy_Shevchenko,45667,Andriy Shevchenko,russian,62
2018-10-01,Andriy_Shevchenko,47094,Andriy Shevchenko,russian,62
2018-11-01,Andriy_Shevchenko,42555,Andriy Shevchenko,russian,62
2018-12-01,Andriy_Shevchenko,42335,Andriy Shevchenko,russian,62
2019-01-01,Andriy_Shevchenko,49058,Andriy Shevchenko,russian,62
2019-02-01,Andriy_Shevchenko,39793,Andriy Shevchenko,russian,62
2019-03-01,Andriy_Shevchenko,52588,Andriy Shevchenko,russian,62
2019-04-01,Andriy_Shevchenko,32253,Andriy Shevchenko,russian,62
2019-05-01,Andriy_Shevchenko,41124,Andriy Shevchenko,russian,62
2019-06-01,Andriy_Shevchenko,41858,Andriy Shevchenko,russian,62
2019-07-01,Andriy_Shevchenko,28869,Andriy Shevchenko,russian,62
2019-08-01,Andriy_Shevchenko,32493,Andriy Shevchenko,russian,62
2019-09-01,Andriy_Shevchenko,48784,Andriy Shevchenko,russian,62
2019-10-01,Andriy_Shevchenko,64338,Andriy Shevchenko,russian,62
2019-11-01,Andriy_Shevchenko,37011,Andriy Shevchenko,russian,62
2019-12-01,Andriy_Shevchenko,38495,Andriy Shevchenko,russian,62
2020-01-01,Andriy_Shevchenko,32960,Andriy Shevchenko,russian,62
2020-02-01,Andriy_Shevchenko,34291,Andriy Shevchenko,russian,62
2020-03-01,Andriy_Shevchenko,51909,Andriy Shevchenko,russian,62
2020-04-01,Andriy_Shevchenko,96897,Andriy Shevchenko,russian,62
2020-05-01,Andriy_Shevchenko,69612,Andriy Shevchenko,russian,62
2020-06-01,Andriy_Shevchenko,50000,Andriy Shevchenko,russian,62
2020-07-01,Andriy_Shevchenko,49229,Andriy Shevchenko,russian,62
2020-08-01,Andriy_Shevchenko,51998,Andriy Shevchenko,russian,62
2020-09-01,Andriy_Shevchenko,55117,Andriy Shevchenko,russian,62
2020-10-01,Andriy_Shevchenko,69666,Andriy Shevchenko,russian,62
2020-11-01,Andriy_Shevchenko,47126,Andriy Shevchenko,russian,62
2020-12-01,Andriy_Shevchenko,45297,Andriy Shevchenko,russian,62
2021-01-01,Andriy_Shevchenko,71778,Andriy Shevchenko,russian,62
2021-02-01,Andriy_Shevchenko,45145,Andriy Shevchenko,russian,62
2021-03-01,Andriy_Shevchenko,58330,Andriy Shevchenko,russian,62
2021-04-01,Andriy_Shevchenko,52139,Andriy Shevchenko,russian,62
2021-05-01,Andriy_Shevchenko,72336,Andriy Shevchenko,russian,62
2021-06-01,Andriy_Shevchenko,458909,Andriy Shevchenko,russian,62
2021-07-01,Andriy_Shevchenko,300226,Andriy Shevchenko,russian,62
2021-08-01,Andriy_Shevchenko,44254,Andriy Shevchenko,russian,62
2021-09-01,Andriy_Shevchenko,63700,Andriy Shevchenko,russian,62
2021-10-01,Andriy_Shevchenko,39259,Andriy Shevchenko,russian,62
2021-11-01,Andriy_Shevchenko,86712,Andriy Shevchenko,russian,62
2021-12-01,Andriy_Shevchenko,57039,Andriy Shevchenko,russian,62
2022-01-01,Andriy_Shevchenko,74634,Andriy Shevchenko,russian,62
2022-02-01,Andriy_Shevchenko,99288,Andriy Shevchenko,russian,62
2022-03-01,Andriy_Shevchenko,134785,Andriy Shevchenko,russian,62
2022-04-01,Andriy_Shevchenko,47158,Andriy Shevchenko,russian,62
2022-05-01,Andriy_Shevchenko,58950,Andriy Shevchenko,russian,62
2022-06-01,Andriy_Shevchenko,74210,Andriy Shevchenko,russian,62
2022-07-01,Andriy_Shevchenko,38346,Andriy Shevchenko,russian,62
2022-08-01,Andriy_Shevchenko,50372,Andriy Shevchenko,russian,62
2022-09-01,Andriy_Shevchenko,66316,Andriy Shevchenko,russian,62
2022-10-01,Andriy_Shevchenko,80898,Andriy Shevchenko,russian,62
2022-11-01,Andriy_Shevchenko,65676,Andriy Shevchenko,russian,62
2022-12-01,Andriy_Shevchenko,73929,Andriy Shevchenko,russian,62
2023-01-01,Andriy_Shevchenko,60993,Andriy Shevchenko,russian,62
2023-02-01,Andriy_Shevchenko,44263,Andriy Shevchenko,russian,62
2023-03-01,Andriy_Shevchenko,76990,Andriy Shevchenko,russian,62
2023-04-01,Andriy_Shevchenko,60953,Andriy Shevchenko,russian,62
2023-05-01,Andriy_Shevchenko,76228,Andriy Shevchenko,russian,62
2023-06-01,Andriy_Shevchenko,69803,Andriy Shevchenko,russian,62
2023-07-01,Andriy_Shevchenko,59191,Andriy Shevchenko,russian,62
2023-08-01,Andriy_Shevchenko,63940,Andriy Shevchenko,russian,62
2023-09-01,Andriy_Shevchenko,73643,Andriy Shevchenko,russian,62
2023-10-01,Andriy_Shevchenko,59811,Andriy Shevchenko,russian,62
2023-11-01,Andriy_Shevchenko,68270,Andriy Shevchenko,russian,62
2023-12-01,Andriy_Shevchenko,60924,Andriy Shevchenko,russian,62
2024-01-01,Andriy_Shevchenko,58252,Andriy Shevchenko,russian,62
2024-02-01,Andriy_Shevchenko,56811,Andriy Shevchenko,russian,62
2024-03-01,Andriy_Shevchenko,59921,Andriy Shevchenko,russian,62
2024-04-01,Andriy_Shevchenko,51717,Andriy Shevchenko,russian,62
2024-05-01,Andriy_Shevchenko,68739,Andriy Shevchenko,russian,62
2024-06-01,Andriy_Shevchenko,98844,Andriy Shevchenko,russian,62
2024-07-01,Andriy_Shevchenko,52903,Andriy Shevchenko,russian,62
2024-08-01,Andriy_Shevchenko,44959,Andriy Shevchenko,russian,62
2024-09-01,Andriy_Shevchenko,52414,Andriy Shevchenko,russian,62
2024-10-01,Andriy_Shevchenko,55323,Andriy Shevchenko,russian,62
2024-11-01,Andriy_Shevchenko,44840,Andriy Shevchenko,russian,62
2024-12-01,Andriy_Shevchenko,43379,Andriy Shevchenko,russian,62
2025-01-01,Andriy_Shevchenko,45983,Andriy Shevchenko,russian,62
2025-02-01,Andriy_Shevchenko,42166,Andriy Shevchenko,russian,62
2025-03-01,Andriy_Shevchenko,44915,Andriy Shevchenko,russian,62
2025-04-01,Andriy_Shevchenko,46376,Andriy Shevchenko,russian,62
2025-05-01,Andriy_Shevchenko,52501,Andriy Shevchenko,russian,62
2025-06-01,Andriy_Shevchenko,48098,Andriy Shevchenko,russian,62
2025-07-01,Andriy_Shevchenko,39112,Andriy Shevchenko,russian,62
2025-08-01,Andriy_Shevchenko,40995,Andriy Shevchenko,russian,62
2025-09-01,Andriy_Shevchenko,56604,Andriy Shevchenko,russian,62
2025-10-01,Andriy_Shevchenko,46398,Andriy Shevchenko,russian,62
2025-11-01,Andriy_Shevchenko,45694,Andriy Shevchenko,russian,62
2025-12-01,Andriy_Shevchenko,40070,Andriy Shevchenko,russian,62
2026-01-01,Andriy_Shevchenko,39088,Andriy Shevchenko,russian,62
2026-02-01,Andriy_Shevchenko,39314,Andriy Shevchenko,russian,62
