date,article,views,label,variant,pair_id
2015-07-01,Igor_Sikorsky,18997,Igor Sikorsky,russian,84
2015-08-01,Igor_Sikorsky,14483,Igor Sikorsky,russian,84
2015-09-01,Igor_Sikorsky,15265,Igor Sikorsky,russian,84
2015-10-01,Igor_Sikorsky,15477,Igor Sikorsky,russian,84
2015-11-01,Igor_Sikorsky,15210,Igor Sikorsky,russian,84
2015-12-01,Igor_Sikorsky,13836,Igor Sikorsky,russian,84
2016-01-01,Igor_Sikorsky,14804,Igor Sikorsky,russian,84
2016-02-01,Igor_Sikorsky,16756,Igor Sikorsky,russian,84
2016-03-01,Igor_Sikorsky,13829,Igor Sikorsky,russian,84
2016-04-01,Igor_Sikorsky,14477,Igor Sikorsky,russian,84
2016-05-01,Igor_Sikorsky,18041,Igor Sikorsky,russian,84
2016-06-01,Igor_Sikorsky,15256,Igor Sikorsky,russian,84
2016-07-01,Igor_Sikorsky,13853,Igor Sikorsky,russian,84
2016-08-01,Igor_Sikorsky,12921,Igor Sikorsky,russian,84
2016-09-01,Igor_Sikorsky,14039,Igor Sikorsky,russian,84
2016-10-01,Igor_Sikorsky,16397,Igor Sikorsky,russian,84
2016-11-01,Igor_Sikorsky,14123,Igor Sikorsky,russian,84
2016-12-01,Igor_Sikorsky,14136,Igor Sikorsky,russian,84
2017-01-01,Igor_Sikorsky,15269,Igor Sikorsky,russian,84
2017-02-01,Igor_Sikorsky,14289,Igor Sikorsky,russian,84
2017-03-01,Igor_Sikorsky,17496,Igor Sikorsky,russian,84
2017-04-01,Igor_Sikorsky,16036,Igor Sikorsky,russian,84
2017-05-01,Igor_Sikorsky,17101,Igor Sikorsky,russian,84
2017-06-01,Igor_Sikorsky,12400,Igor Sikorsky,russian,84
2017-07-01,Igor_Sikorsky,13037,Igor Sikorsky,russian,84
2017-08-01,Igor_Sikorsky,14374,Igor Sikorsky,russian,84
2017-09-01,Igor_Sikorsky,13716,Igor Sikorsky,russian,84
2017-10-01,Igor_Sikorsky,14767,Igor Sikorsky,russian,84
2017-11-01,Igor_Sikorsky,13664,Igor Sikorsky,russian,84
2017-12-01,Igor_Sikorsky,12707,Igor Sikorsky,russian,84
2018-01-01,Igor_Sikorsky,14307,Igor Sikorsky,russian,84
2018-02-01,Igor_Sikorsky,14045,Igor Sikorsky,russian,84
2018-03-01,Igor_Sikorsky,15597,Igor Sikorsky,russian,84
2018-04-01,Igor_Sikorsky,14468,Igor Sikorsky,russian,84
2018-05-01,Igor_Sikorsky,23751,Igor Sikorsky,russian,84
2018-06-01,Igor_Sikorsky,12544,Igor Sikorsky,russian,84
2018-07-01,Igor_Sikorsky,13639,Igor Sikorsky,russian,84
2018-08-01,Igor_Sikorsky,16371,Igor Sikorsky,russian,84
2018-09-01,Igor_Sikorsky,13431,Igor Sikorsky,russian,84
2018-10-01,Igor_Sikorsky,13631,Igor Sikorsky,russian,84
2018-11-01,Igor_Sikorsky,13372,Igor Sikorsky,russian,84
2018-12-01,Igor_Sikorsky,13839,Igor Sikorsky,russian,84
2019-01-01,Igor_Sikorsky,15573,Igor Sikorsky,russian,84
2019-02-01,Igor_Sikorsky,13783,Igor Sikorsky,russian,84
