date,article,views,label,variant,pair_id
2015-07-01,Olga_of_Kiev,70597,Olga of Kiev,russian,83
2015-08-01,Olga_of_Kiev,8828,Olga of Kiev,russian,83
2015-09-01,Olga_of_Kiev,11125,Olga of Kiev,russian,83
2015-10-01,Olga_of_Kiev,11096,Olga of Kiev,russian,83
2015-11-01,Olga_of_Kiev,10599,Olga of Kiev,russian,83
2015-12-01,Olga_of_Kiev,14637,Olga of Kiev,russian,83
2016-01-01,Olga_of_Kiev,11845,Olga of Kiev,russian,83
2016-02-01,Olga_of_Kiev,8925,Olga of Kiev,russian,83
2016-03-01,Olga_of_Kiev,20369,Olga of Kiev,russian,83
2016-04-01,Olga_of_Kiev,9798,Olga of Kiev,russian,83
2016-05-01,Olga_of_Kiev,9148,Olga of Kiev,russian,83
2016-06-01,Olga_of_Kiev,8705,Olga of Kiev,russian,83
2016-07-01,Olga_of_Kiev,9938,Olga of Kiev,russian,83
2016-08-01,Olga_of_Kiev,7746,Olga of Kiev,russian,83
2016-09-01,Olga_of_Kiev,29948,Olga of Kiev,russian,83
2016-10-01,Olga_of_Kiev,29458,Olga of Kiev,russian,83
2016-11-01,Olga_of_Kiev,18422,Olga of Kiev,russian,83
2016-12-01,Olga_of_Kiev,10569,Olga of Kiev,russian,83
2017-01-01,Olga_of_Kiev,23253,Olga of Kiev,russian,83
2017-02-01,Olga_of_Kiev,13100,Olga of Kiev,russian,83
2017-03-01,Olga_of_Kiev,13836,Olga of Kiev,russian,83
2017-04-01,Olga_of_Kiev,13853,Olga of Kiev,russian,83
2017-05-01,Olga_of_Kiev,29525,Olga of Kiev,russian,83
2017-06-01,Olga_of_Kiev,9308,Olga of Kiev,russian,83
2017-07-01,Olga_of_Kiev,13839,Olga of Kiev,russian,83
2017-08-01,Olga_of_Kiev,11562,Olga of Kiev,russian,83
2017-09-01,Olga_of_Kiev,11925,Olga of Kiev,russian,83
2017-10-01,Olga_of_Kiev,18465,Olga of Kiev,russian,83
2017-11-01,Olga_of_Kiev,14286,Olga of Kiev,russian,83
2017-12-01,Olga_of_Kiev,11387,Olga of Kiev,russian,83
2018-01-01,Olga_of_Kiev,13957,Olga of Kiev,russian,83
2018-02-01,Olga_of_Kiev,12105,Olga of Kiev,russian,83
2018-03-01,Olga_of_Kiev,14267,Olga of Kiev,russian,83
2018-04-01,Olga_of_Kiev,16299,Olga of Kiev,russian,83
2018-05-01,Olga_of_Kiev,12958,Olga of Kiev,russian,83
2018-06-01,Olga_of_Kiev,11534,Olga of Kiev,russian,83
2018-07-01,Olga_of_Kiev,14070,Olga of Kiev,russian,83
2018-08-01,Olga_of_Kiev,10433,Olga of Kiev,russian,83
2018-09-01,Olga_of_Kiev,10962,Olga of Kiev,russian,83
2018-10-01,Olga_of_Kiev,12381,Olga of Kiev,russian,83
2018-11-01,Olga_of_Kiev,16301,Olga of Kiev,russian,83
2018-12-01,Olga_of_Kiev,16198,Olga of Kiev,russian,83
2019-01-01,Olga_of_Kiev,13341,Olga of Kiev,russian,83
2019-02-01,Olga_of_Kiev,30031,Olga of Kiev,russian,83
2019-03-01,Olga_of_Kiev,13432,Olga of Kiev,russian,83
2019-04-01,Olga_of_Kiev,12700,Olga of Kiev,russian,83
2019-05-01,Olga_of_Kiev,13854,Olga of Kiev,russian,83
2019-06-01,Olga_of_Kiev,11471,Olga of Kiev,russian,83
2019-07-01,Olga_of_Kiev,17314,Olga of Kiev,russian,83
2019-08-01,Olga_of_Kiev,88635,Olga of Kiev,russian,83
2019-09-01,Olga_of_Kiev,29061,Olga of Kiev,russian,83
2019-10-01,Olga_of_Kiev,19816,Olga of Kiev,russian,83
2019-11-01,Olga_of_Kiev,46375,Olga of Kiev,russian,83
2019-12-01,Olga_of_Kiev,25613,Olga of Kiev,russian,83
2020-01-01,Olga_of_Kiev,26595,Olga of Kiev,russian,83
2020-02-01,Olga_of_Kiev,20153,Olga of Kiev,russian,83
2020-03-01,Olga_of_Kiev,18170,Olga of Kiev,russian,83
2020-04-01,Olga_of_Kiev,24931,Olga of Kiev,russian,83
2020-05-01,Olga_of_Kiev,23581,Olga of Kiev,russian,83
2020-06-01,Olga_of_Kiev,20372,Olga of Kiev,russian,83
2020-07-01,Olga_of_Kiev,23210,Olga of Kiev,russian,83
2020-08-01,Olga_of_Kiev,19694,Olga of Kiev,russian,83
2020-09-01,Olga_of_Kiev,20961,Olga of Kiev,russian,83
2020-10-01,Olga_of_Kiev,40067,Olga of Kiev,russian,83
2020-11-01,Olga_of_Kiev,21868,Olga of Kiev,russian,83
2020-12-01,Olga_of_Kiev,21267,Olga of Kiev,russian,83
