date,article,views,label,variant,pair_id
2015-07-01,Nikolai_Gogol,22591,Nikolai Gogol,russian,80
2015-08-01,Nikolai_Gogol,22976,Nikolai Gogol,russian,80
2015-09-01,Nikolai_Gogol,24745,Nikolai Gogol,russian,80
2015-10-01,Nikolai_Gogol,25840,Nikolai Gogol,russian,80
2015-11-01,Nikolai_Gogol,26723,Nikolai Gogol,russian,80
2015-12-01,Nikolai_Gogol,25707,Nikolai Gogol,russian,80
2016-01-01,Nikolai_Gogol,25986,Nikolai Gogol,russian,80
2016-02-01,Nikolai_Gogol,23802,Nikolai Gogol,russian,80
2016-03-01,Nikolai_Gogol,26040,Nikolai Gogol,russian,80
2016-04-01,Nikolai_Gogol,25546,Nikolai Gogol,russian,80
2016-05-01,Nikolai_Gogol,22954,Nikolai Gogol,russian,80
2016-06-01,Nikolai_Gogol,19206,Nikolai Gogol,russian,80
2016-07-01,Nikolai_Gogol,19634,Nikolai Gogol,russian,80
2016-08-01,Nikolai_Gogol,19617,Nikolai Gogol,russian,80
2016-09-01,Nikolai_Gogol,22058,Nikolai Gogol,russian,80
2016-10-01,Nikolai_Gogol,25520,Nikolai Gogol,russian,80
2016-11-01,Nikolai_Gogol,24166,Nikolai Gogol,russian,80
2016-12-01,Nikolai_Gogol,24589,Nikolai Gogol,russian,80
2017-01-01,Nikolai_Gogol,26437,Nikolai Gogol,russian,80
2017-02-01,Nikolai_Gogol,25443,Nikolai Gogol,russian,80
2017-03-01,Nikolai_Gogol,29650,Nikolai Gogol,russian,80
2017-04-01,Nikolai_Gogol,24653,Nikolai Gogol,russian,80
2017-05-01,Nikolai_Gogol,23053,Nikolai Gogol,russian,80
2017-06-01,Nikolai_Gogol,20946,Nikolai Gogol,russian,80
2017-07-01,Nikolai_Gogol,19597,Nikolai Gogol,russian,80
2017-08-01,Nikolai_Gogol,21366,Nikolai Gogol,russian,80
2017-09-01,Nikolai_Gogol,22373,Nikolai Gogol,russian,80
2017-10-01,Nikolai_Gogol,24334,Nikolai Gogol,russian,80
2017-11-01,Nikolai_Gogol,24224,Nikolai Gogol,russian,80
2017-12-01,Nikolai_Gogol,22825,Nikolai Gogol,russian,80
2018-01-01,Nikolai_Gogol,24115,Nikolai Gogol,russian,80
2018-02-01,Nikolai_Gogol,23403,Nikolai Gogol,russian,80
2018-03-01,Nikolai_Gogol,28951,Nikolai Gogol,russian,80
2018-04-01,Nikolai_Gogol,26496,Nikolai Gogol,russian,80
2018-05-01,Nikolai_Gogol,24089,Nikolai Gogol,russian,80
2018-06-01,Nikolai_Gogol,21084,Nikolai Gogol,russian,80
2018-07-01,Nikolai_Gogol,21801,Nikolai Gogol,russian,80
2018-08-01,Nikolai_Gogol,21146,Nikolai Gogol,russian,80
2018-09-01,Nikolai_Gogol,21896,Nikolai Gogol,russian,80
2018-10-01,Nikolai_Gogol,24065,Nikolai Gogol,russian,80
2018-11-01,Nikolai_Gogol,23936,Nikolai Gogol,russian,80
2018-12-01,Nikolai_Gogol,23802,Nikolai Gogol,russian,80
2019-01-01,Nikolai_Gogol,24614,Nikolai Gogol,russian,80
2019-02-01,Nikolai_Gogol,21647,Nikolai Gogol,russian,80
2019-03-01,Nikolai_Gogol,24630,Nikolai Gogol,russian,80
2019-04-01,Nikolai_Gogol,23112,Nikolai Gogol,russian,80
2019-05-01,Nikolai_Gogol,21159,Nikolai Gogol,russian,80
2019-06-01,Nikolai_Gogol,19728,Nikolai Gogol,russian,80
2019-07-01,Nikolai_Gogol,25030,Nikolai Gogol,russian,80
2019-08-01,Nikolai_Gogol,26178,Nikolai Gogol,russian,80
2019-09-01,Nikolai_Gogol,29463,Nikolai Gogol,russian,80
2019-10-01,Nikolai_Gogol,27603,Nikolai Gogol,russian,80
2019-11-01,Nikolai_Gogol,25567,Nikolai Gogol,russian,80
2019-12-01,Nikolai_Gogol,24760,Nikolai Gogol,russian,80
2020-01-01,Nikolai_Gogol,25520,Nikolai Gogol,russian,80
2020-02-01,Nikolai_Gogol,25938,Nikolai Gogol,russian,80
2020-03-01,Nikolai_Gogol,27704,Nikolai Gogol,russian,80
2020-04-01,Nikolai_Gogol,31324,Nikolai Gogol,russian,80
2020-05-01,Nikolai_Gogol,31713,Nikolai Gogol,russian,80
2020-06-01,Nikolai_Gogol,23715,Nikolai Gogol,russian,80
2020-07-01,Nikolai_Gogol,23717,Nikolai Gogol,russian,80
2020-08-01,Nikolai_Gogol,22544,Nikolai Gogol,russian,80
2020-09-01,Nikolai_Gogol,22171,Nikolai Gogol,russian,80
2020-10-01,Nikolai_Gogol,25242,Nikolai Gogol,russian,80
2020-11-01,Nikolai_Gogol,26852,Nikolai Gogol,russian,80
2020-12-01,Nikolai_Gogol,27436,Nikolai Gogol,russian,80
2021-01-01,Nikolai_Gogol,28428,Nikolai Gogol,russian,80
2021-02-01,Nikolai_Gogol,26918,Nikolai Gogol,russian,80
2021-03-01,Nikolai_Gogol,33074,Nikolai Gogol,russian,80
2021-04-01,Nikolai_Gogol,30879,Nikolai Gogol,russian,80
2021-05-01,Nikolai_Gogol,31644,Nikolai Gogol,russian,80
2021-06-01,Nikolai_Gogol,23764,Nikolai Gogol,russian,80
2021-07-01,Nikolai_Gogol,23968,Nikolai Gogol,russian,80
2021-08-01,Nikolai_Gogol,25415,Nikolai Gogol,russian,80
2021-09-01,Nikolai_Gogol,24704,Nikolai Gogol,russian,80
2021-10-01,Nikolai_Gogol,28310,Nikolai Gogol,russian,80
2021-11-01,Nikolai_Gogol,26885,Nikolai Gogol,russian,80
2021-12-01,Nikolai_Gogol,27339,Nikolai Gogol,russian,80
2022-01-01,Nikolai_Gogol,30655,Nikolai Gogol,russian,80
2022-02-01,Nikolai_Gogol,42217,Nikolai Gogol,russian,80
2022-03-01,Nikolai_Gogol,59770,Nikolai Gogol,russian,80
2022-04-01,Nikolai_Gogol,40787,Nikolai Gogol,russian,80
2022-05-01,Nikolai_Gogol,34632,Nikolai Gogol,russian,80
2022-06-01,Nikolai_Gogol,30797,Nikolai Gogol,russian,80
2022-07-01,Nikolai_Gogol,29516,Nikolai Gogol,russian,80
2022-08-01,Nikolai_Gogol,34872,Nikolai Gogol,russian,80
2022-09-01,Nikolai_Gogol,36313,Nikolai Gogol,russian,80
2022-10-01,Nikolai_Gogol,37531,Nikolai Gogol,russian,80
2022-11-01,Nikolai_Gogol,37899,Nikolai Gogol,russian,80
2022-12-01,Nikolai_Gogol,35425,Nikolai Gogol,russian,80
2023-01-01,Nikolai_Gogol,37985,Nikolai Gogol,russian,80
2023-02-01,Nikolai_Gogol,41987,Nikolai Gogol,russian,80
2023-03-01,Nikolai_Gogol,44591,Nikolai Gogol,russian,80
2023-04-01,Nikolai_Gogol,35904,Nikolai Gogol,russian,80
2023-05-01,Nikolai_Gogol,36895,Nikolai Gogol,russian,80
2023-06-01,Nikolai_Gogol,36787,Nikolai Gogol,russian,80
2023-07-01,Nikolai_Gogol,37633,Nikolai Gogol,russian,80
2023-08-01,Nikolai_Gogol,37157,Nikolai Gogol,russian,80
2023-09-01,Nikolai_Gogol,37715,Nikolai Gogol,russian,80
2023-10-01,Nikolai_Gogol,38156,Nikolai Gogol,russian,80
2023-11-01,Nikolai_Gogol,36045,Nikolai Gogol,russian,80
2023-12-01,Nikolai_Gogol,38464,Nikolai Gogol,russian,80
2024-01-01,Nikolai_Gogol,46686,Nikolai Gogol,russian,80
2024-02-01,Nikolai_Gogol,39608,Nikolai Gogol,russian,80
